index,A,B,C,D,E
1263,0.0,0.03,0.11,0.68,0.18
2310,0.01,0.06,0.84,0.06,0.03
2602,0.0,0.14,0.15,0.39,0.32
1040,0.0,0.0,0.0,0.02,0.98
1672,0.01,0.07,0.08,0.47,0.37
626,0.02,0.39,0.39,0.19,0.01
1635,0.97,0.03,0.0,0.0,0.0
1052,0.94,0.05,0.0,0.01,0.0
2334,0.92,0.07,0.01,0.0,0.0
1069,0.71,0.2,0.04,0.05,0.0
130,0.0,0.0,0.05,0.3,0.65
2045,0.07,0.27,0.19,0.3,0.17
2677,0.0,0.03,0.07,0.3,0.6
1929,0.0,0.0,0.01,0.63,0.36
1530,0.0,0.13,0.18,0.55,0.14
1361,0.02,0.14,0.29,0.44,0.11
1698,0.07,0.93,0.0,0.0,0.0
2643,0.0,0.0,0.01,0.3,0.69
1832,0.51,0.4,0.07,0.02,0.0
163,0.0,0.04,0.02,0.71,0.23
839,0.02,0.48,0.43,0.05,0.02
2928,0.0,0.2,0.42,0.33,0.05
1359,0.0,0.0,0.04,0.16,0.8
2600,0.0,0.01,0.07,0.51,0.41
519,0.0,0.61,0.38,0.01,0.0
918,0.1,0.5,0.19,0.13,0.08
2891,0.36,0.61,0.03,0.0,0.0
2289,0.0,0.0,0.0,0.05,0.95
516,0.0,0.37,0.46,0.17,0.0
1554,0.0,0.0,0.01,0.11,0.88
296,0.38,0.5,0.07,0.04,0.01
1064,0.82,0.16,0.02,0.0,0.0
728,0.02,0.21,0.37,0.31,0.09
1195,0.0,0.06,0.03,0.77,0.14
2768,0.01,0.11,0.3,0.54,0.04
546,0.01,0.2,0.69,0.09,0.01
389,0.0,0.02,0.32,0.4,0.26
2526,0.0,0.08,0.44,0.43,0.05
2929,0.13,0.67,0.16,0.03,0.01
2550,0.0,0.01,0.05,0.82,0.12
2010,0.0,0.02,0.09,0.4,0.49
1960,0.0,0.0,0.06,0.57,0.37
2249,0.0,0.01,0.14,0.77,0.08
81,0.0,0.1,0.53,0.32,0.05
2581,0.01,0.07,0.24,0.59,0.09
2729,0.01,0.01,0.12,0.55,0.31
466,0.0,0.01,0.99,0.0,0.0
1750,0.0,0.23,0.76,0.01,0.0
610,0.0,0.03,0.64,0.31,0.02
2473,0.0,0.06,0.33,0.58,0.03
2395,0.93,0.06,0.0,0.01,0.0
1435,0.0,0.66,0.25,0.09,0.0
2227,0.02,0.07,0.24,0.52,0.15
1244,0.0,0.0,0.0,0.82,0.18
2877,0.0,0.01,0.03,0.71,0.25
238,0.0,0.04,0.18,0.44,0.34
1601,0.0,0.0,0.01,0.62,0.37
1043,0.0,0.0,0.0,0.04,0.96
1768,0.0,0.97,0.03,0.0,0.0
1997,0.06,0.22,0.23,0.45,0.04
2629,0.0,0.0,0.01,0.74,0.25
1905,0.03,0.2,0.58,0.18,0.01
1493,0.01,0.22,0.73,0.04,0.0
1616,0.0,0.05,0.87,0.07,0.01
2022,0.0,0.26,0.18,0.51,0.05
737,0.0,0.0,0.0,0.07,0.93
1862,0.02,0.96,0.02,0.0,0.0
682,0.0,0.0,0.0,0.22,0.78
1841,0.0,0.02,0.73,0.25,0.0
129,0.0,0.01,0.04,0.55,0.4
1909,0.01,0.01,0.47,0.45,0.06
2000,0.03,0.1,0.17,0.45,0.25
1269,0.0,0.0,0.06,0.73,0.21
2759,0.59,0.35,0.06,0.0,0.0
2798,0.11,0.67,0.18,0.03,0.01
950,0.0,0.0,0.11,0.66,0.23
837,0.0,0.54,0.36,0.1,0.0
1966,0.0,0.02,0.25,0.57,0.16
2494,0.0,0.0,0.01,0.51,0.48
1317,0.0,0.04,0.17,0.39,0.4
1675,0.0,0.0,0.0,0.05,0.95
2016,0.0,0.0,0.01,0.37,0.62
2273,0.07,0.3,0.39,0.21,0.03
1060,0.94,0.06,0.0,0.0,0.0
1151,0.0,0.01,0.09,0.73,0.17
2212,0.01,0.03,0.06,0.44,0.46
681,0.0,0.01,0.01,0.76,0.22
1079,0.04,0.62,0.31,0.03,0.0
2619,0.0,0.01,0.04,0.71,0.24
2209,0.0,0.17,0.19,0.57,0.07
908,0.0,0.01,0.3,0.45,0.24
532,0.0,0.42,0.54,0.04,0.0
2197,0.0,0.0,0.0,0.05,0.95
1097,0.0,0.1,0.85,0.05,0.0
2876,0.0,0.0,0.0,0.18,0.82
2652,0.0,0.06,0.15,0.42,0.37
1995,0.01,0.06,0.05,0.53,0.35
33,0.0,0.0,0.14,0.85,0.01
1057,0.96,0.04,0.0,0.0,0.0
1980,0.0,0.0,0.07,0.17,0.76
322,0.0,0.0,0.28,0.56,0.16
2712,0.0,0.02,0.05,0.87,0.06
1615,0.0,0.42,0.57,0.01,0.0
1062,0.8,0.2,0.0,0.0,0.0
321,0.95,0.05,0.0,0.0,0.0
477,0.0,0.17,0.8,0.03,0.0
2191,0.0,0.01,0.03,0.26,0.7
2226,0.08,0.37,0.31,0.19,0.05
1632,0.01,0.72,0.2,0.07,0.0
1222,0.0,0.0,0.0,0.06,0.94
234,0.01,0.14,0.3,0.41,0.14
540,0.0,0.0,0.01,0.75,0.24
1270,0.0,0.01,0.08,0.74,0.17
1439,0.0,0.54,0.46,0.0,0.0
2569,0.0,0.0,0.01,0.5,0.49
143,0.0,0.02,0.0,0.69,0.29
505,0.01,0.8,0.16,0.02,0.01
2253,0.0,0.03,0.06,0.49,0.42
1326,0.0,0.0,0.01,0.21,0.78
731,0.01,0.05,0.26,0.46,0.22
2501,0.84,0.16,0.0,0.0,0.0
2775,0.02,0.75,0.22,0.01,0.0
818,0.86,0.14,0.0,0.0,0.0
2539,0.01,0.03,0.08,0.81,0.07
2046,0.0,0.01,0.0,0.33,0.66
442,0.74,0.24,0.02,0.0,0.0
1343,0.0,0.04,0.01,0.11,0.84
1693,1.0,0.0,0.0,0.0,0.0
2153,0.02,0.67,0.28,0.03,0.0
2819,0.0,0.0,0.1,0.65,0.25
1888,0.0,0.01,0.05,0.73,0.21
436,0.69,0.29,0.01,0.01,0.0
2628,0.0,0.0,0.0,0.94,0.06
915,0.0,0.31,0.31,0.32,0.06
2709,0.0,0.06,0.36,0.56,0.02
2014,0.0,0.0,0.0,0.33,0.67
1505,0.0,0.02,0.01,0.16,0.81
1130,0.0,0.56,0.4,0.03,0.01
2635,0.02,0.13,0.18,0.36,0.31
2599,0.0,0.01,0.0,0.11,0.88
1751,0.0,0.04,0.65,0.31,0.0
760,0.0,0.0,0.09,0.51,0.4
435,0.92,0.08,0.0,0.0,0.0
2912,0.04,0.05,0.04,0.87,0.0
1906,0.0,0.0,0.02,0.79,0.19
657,0.0,0.03,0.02,0.21,0.74
7,0.0,0.15,0.78,0.07,0.0
1248,0.01,0.22,0.16,0.48,0.13
2919,0.0,0.0,0.0,0.0,1.0
685,0.0,0.04,0.14,0.5,0.32
486,0.01,0.11,0.59,0.27,0.02
461,0.04,0.84,0.11,0.01,0.0
569,0.04,0.39,0.43,0.14,0.0
65,0.86,0.13,0.01,0.0,0.0
2503,0.37,0.56,0.07,0.0,0.0
362,0.0,0.02,0.32,0.64,0.02
1945,0.07,0.15,0.33,0.3,0.15
2577,0.0,0.0,0.11,0.73,0.16
2211,0.0,0.35,0.44,0.18,0.03
1206,0.0,0.0,0.0,0.31,0.69
2673,0.0,0.2,0.23,0.46,0.11
2089,0.02,0.27,0.39,0.31,0.01
395,0.0,0.01,0.11,0.72,0.16
455,0.0,0.92,0.08,0.0,0.0
1515,0.0,0.08,0.15,0.45,0.32
488,0.0,0.02,0.92,0.06,0.0
1345,0.03,0.21,0.27,0.41,0.08
884,0.01,0.02,0.05,0.19,0.73
2238,0.0,0.0,0.02,0.29,0.69
1659,0.01,0.26,0.48,0.25,0.0
222,0.0,0.0,0.04,0.76,0.2
2672,0.0,0.32,0.27,0.31,0.1
218,0.0,0.0,0.02,0.82,0.16
777,0.01,0.07,0.48,0.3,0.14
616,0.03,0.24,0.37,0.24,0.12
2092,0.37,0.52,0.1,0.01,0.0
2745,0.01,0.04,0.21,0.48,0.26
598,0.0,0.05,0.54,0.34,0.07
160,0.15,0.38,0.28,0.17,0.02
996,0.0,0.05,0.91,0.04,0.0
2394,0.88,0.12,0.0,0.0,0.0
1183,0.3,0.5,0.17,0.03,0.0
483,0.01,0.96,0.03,0.0,0.0
2872,0.0,0.0,0.0,0.18,0.82
432,0.98,0.0,0.0,0.02,0.0
194,0.0,0.0,0.02,0.17,0.81
758,0.0,0.01,0.02,0.62,0.35
2502,0.1,0.9,0.0,0.0,0.0
1782,0.71,0.25,0.04,0.0,0.0
2390,0.77,0.23,0.0,0.0,0.0
559,0.0,0.02,0.02,0.85,0.11
2818,0.0,0.01,0.02,0.33,0.64
437,0.6,0.38,0.02,0.0,0.0
2592,0.16,0.29,0.23,0.24,0.08
2181,0.8,0.05,0.12,0.03,0.0
326,0.0,0.0,0.0,0.04,0.96
1226,0.01,0.11,0.4,0.45,0.03
2064,0.0,0.0,0.11,0.79,0.1
2764,0.0,0.11,0.22,0.47,0.2
1036,0.0,0.0,0.03,0.63,0.34
64,0.07,0.38,0.47,0.08,0.0
445,0.2,0.79,0.0,0.01,0.0
197,0.0,0.0,0.04,0.67,0.29
642,0.0,0.0,0.03,0.89,0.08
1991,0.0,0.0,0.02,0.64,0.34
823,0.01,0.72,0.26,0.01,0.0
1634,0.02,0.48,0.49,0.01,0.0
1156,0.01,0.12,0.38,0.42,0.07
141,0.0,0.13,0.4,0.4,0.07
1696,0.54,0.45,0.01,0.0,0.0
2811,0.01,0.67,0.3,0.02,0.0
2804,0.04,0.85,0.1,0.01,0.0
2544,0.0,0.1,0.44,0.41,0.05
2347,0.15,0.46,0.34,0.04,0.01
1012,0.95,0.05,0.0,0.0,0.0
132,0.0,0.08,0.3,0.54,0.08
922,0.0,0.0,0.08,0.42,0.5
16,0.02,0.37,0.38,0.21,0.02
1574,0.57,0.42,0.01,0.0,0.0
1044,0.0,0.0,0.0,0.02,0.98
1288,0.23,0.4,0.14,0.17,0.06
2487,0.0,0.01,0.07,0.46,0.46
1568,0.0,0.05,0.09,0.7,0.16
1275,0.0,0.01,0.05,0.36,0.58
1460,0.52,0.46,0.01,0.01,0.0
2785,0.0,0.0,0.02,0.39,0.59
1519,0.01,0.09,0.14,0.46,0.3
1669,0.0,0.0,0.02,0.41,0.57
1295,0.06,0.04,0.2,0.21,0.49
2579,0.0,0.0,0.27,0.64,0.09
1920,0.0,0.09,0.15,0.59,0.17
1303,0.0,0.0,0.0,0.18,0.82
1761,0.86,0.13,0.01,0.0,0.0
857,0.0,0.01,0.24,0.5,0.25
584,0.0,0.05,0.37,0.55,0.03
864,0.12,0.83,0.05,0.0,0.0
1132,0.0,0.51,0.43,0.06,0.0
1813,0.09,0.77,0.13,0.01,0.0
1192,0.0,0.0,0.32,0.6,0.08
2748,0.02,0.59,0.36,0.03,0.0
1804,0.49,0.41,0.09,0.01,0.0
1611,0.0,0.36,0.38,0.24,0.02
444,0.36,0.6,0.03,0.01,0.0
2379,0.91,0.09,0.0,0.0,0.0
1420,0.08,0.81,0.11,0.0,0.0
1214,0.0,0.0,0.06,0.82,0.12
2836,0.0,0.02,0.05,0.26,0.67
94,0.0,0.3,0.58,0.12,0.0
1323,0.0,0.0,0.01,0.29,0.7
596,0.01,0.41,0.43,0.14,0.01
1662,0.0,0.01,0.06,0.4,0.53
398,0.0,0.0,0.02,0.48,0.5
631,0.01,0.15,0.55,0.24,0.05
1367,0.0,0.01,0.01,0.52,0.46
139,0.04,0.86,0.1,0.0,0.0
2051,0.0,0.01,0.02,0.7,0.27
2281,0.01,0.03,0.07,0.85,0.04
714,0.0,0.0,0.0,0.17,0.83
2432,0.06,0.35,0.51,0.07,0.01
151,0.0,0.0,0.03,0.52,0.45
1169,0.5,0.36,0.11,0.01,0.02
1766,0.27,0.73,0.0,0.0,0.0
2516,0.13,0.82,0.05,0.0,0.0
548,0.0,0.2,0.63,0.17,0.0
125,0.0,0.07,0.12,0.52,0.29
1121,0.04,0.55,0.38,0.03,0.0
2807,0.01,0.58,0.35,0.06,0.0
2202,0.0,0.03,0.18,0.56,0.23
2478,0.01,0.19,0.73,0.07,0.0
1061,0.46,0.45,0.03,0.05,0.01
2117,0.03,0.26,0.39,0.25,0.07
1734,0.0,0.06,0.76,0.18,0.0
2284,0.0,0.01,0.09,0.68,0.22
2852,0.0,0.01,0.02,0.44,0.53
701,0.0,0.02,0.02,0.59,0.37
2264,0.0,0.08,0.67,0.19,0.06
892,0.0,0.02,0.01,0.94,0.03
288,0.0,0.06,0.18,0.55,0.21
359,0.01,0.02,0.64,0.27,0.06
2809,0.0,0.07,0.92,0.01,0.0
2517,0.01,0.18,0.46,0.29,0.06
2002,0.0,0.0,0.02,0.26,0.72
796,0.01,0.06,0.24,0.46,0.23
2009,0.0,0.0,0.02,0.4,0.58
1743,0.15,0.69,0.16,0.0,0.0
2463,0.1,0.84,0.05,0.01,0.0
1204,0.0,0.0,0.02,0.17,0.81
694,0.0,0.1,0.12,0.49,0.29
1919,0.0,0.0,0.0,0.99,0.01
734,0.0,0.03,0.11,0.3,0.56
1023,0.0,0.03,0.47,0.46,0.04
1352,0.0,0.12,0.12,0.47,0.29
2908,0.0,0.02,0.04,0.33,0.61
1964,0.0,0.01,0.07,0.83,0.09
2923,0.0,0.01,0.32,0.6,0.07
2217,0.0,0.0,0.04,0.54,0.42
1293,0.0,0.04,0.1,0.48,0.38
2737,0.17,0.53,0.2,0.08,0.02
795,0.01,0.04,0.12,0.71,0.12
738,0.0,0.03,0.0,0.35,0.62
10,0.0,0.05,0.9,0.05,0.0
1369,0.0,0.0,0.01,0.17,0.82
2348,0.0,0.25,0.5,0.22,0.03
0,0.0,0.23,0.38,0.37,0.02
525,0.13,0.87,0.0,0.0,0.0
360,0.0,0.03,0.87,0.09,0.01
2917,0.0,0.0,0.0,0.0,1.0
2915,0.0,0.05,0.13,0.69,0.13
248,0.0,0.02,0.14,0.75,0.09
1089,0.0,0.21,0.79,0.0,0.0
2078,0.02,0.5,0.19,0.28,0.01
1654,0.0,0.13,0.58,0.25,0.04
1882,0.0,0.0,0.02,0.83,0.15
836,0.0,0.0,0.04,0.9,0.06
1046,0.0,0.01,0.1,0.83,0.06
848,0.0,0.89,0.1,0.01,0.0
1577,0.0,0.02,0.62,0.29,0.07
1490,0.0,0.01,0.27,0.65,0.07
2036,0.01,0.17,0.11,0.56,0.15
2344,0.08,0.24,0.56,0.11,0.01
2035,0.04,0.23,0.28,0.33,0.12
1815,0.0,0.03,0.16,0.49,0.32
985,0.0,0.07,0.36,0.48,0.09
447,0.8,0.2,0.0,0.0,0.0
258,0.0,0.29,0.6,0.11,0.0
1986,0.0,0.04,0.03,0.52,0.41
1177,0.34,0.36,0.16,0.12,0.02
558,0.0,0.01,0.01,0.6,0.38
1614,0.18,0.57,0.14,0.1,0.01
1996,0.0,0.0,0.1,0.56,0.34
269,0.0,0.0,0.01,0.99,0.0
70,0.15,0.75,0.1,0.0,0.0
1436,0.0,0.27,0.7,0.03,0.0
417,0.0,0.02,0.03,0.49,0.46
816,0.04,0.95,0.01,0.0,0.0
2373,0.0,0.03,0.18,0.7,0.09
485,0.0,0.69,0.28,0.03,0.0
749,0.0,0.06,0.1,0.7,0.14
2247,0.0,0.04,0.32,0.61,0.03
111,0.17,0.63,0.14,0.06,0.0
50,0.0,0.06,0.85,0.09,0.0
1451,0.0,0.0,0.04,0.46,0.5
2177,0.0,0.05,0.2,0.66,0.09
2509,0.0,0.0,0.09,0.91,0.0
1855,0.01,0.32,0.49,0.16,0.02
743,0.0,0.0,0.02,0.15,0.83
1077,0.0,0.03,0.86,0.11,0.0
2881,0.0,0.0,0.01,0.28,0.71
797,0.0,0.0,0.01,0.3,0.69
51,0.0,0.1,0.86,0.04,0.0
103,0.0,0.01,0.13,0.83,0.03
1739,0.0,0.02,0.87,0.11,0.0
2486,0.0,0.19,0.08,0.54,0.19
612,0.0,0.14,0.51,0.29,0.06
137,0.07,0.58,0.2,0.11,0.04
753,0.0,0.05,0.01,0.37,0.57
2023,0.0,0.02,0.05,0.6,0.33
1403,0.0,0.06,0.23,0.64,0.07
1857,0.04,0.51,0.35,0.1,0.0
2434,0.06,0.76,0.17,0.01,0.0
86,0.0,0.0,0.03,0.24,0.73
861,0.0,0.01,0.08,0.74,0.17
1274,0.0,0.0,0.01,0.48,0.51
1827,0.23,0.71,0.06,0.0,0.0
842,0.0,0.56,0.38,0.06,0.0
1335,0.0,0.02,0.09,0.24,0.65
2024,0.0,0.02,0.03,0.53,0.42
2354,0.04,0.18,0.54,0.24,0.0
2052,0.03,0.08,0.29,0.54,0.06
890,0.0,0.0,0.17,0.75,0.08
992,0.0,0.06,0.85,0.09,0.0
964,0.15,0.54,0.23,0.06,0.02
619,0.0,0.0,0.0,0.64,0.36
1318,0.01,0.08,0.11,0.39,0.41
462,0.03,0.2,0.76,0.01,0.0
1824,0.0,0.0,0.0,0.91,0.09
959,0.98,0.02,0.0,0.0,0.0
2683,0.0,0.0,0.0,0.13,0.87
2740,0.0,0.01,0.03,0.69,0.27
2924,0.0,0.09,0.39,0.48,0.04
2746,0.01,0.3,0.53,0.16,0.0
1539,0.12,0.43,0.3,0.15,0.0
2642,0.0,0.0,0.03,0.3,0.67
517,0.07,0.5,0.39,0.03,0.01
2166,0.0,0.04,0.81,0.12,0.03
858,0.0,0.0,0.01,0.66,0.33
1395,0.01,0.18,0.32,0.39,0.1
1780,0.98,0.02,0.0,0.0,0.0
1779,0.01,0.95,0.04,0.0,0.0
2584,0.0,0.01,0.02,0.75,0.22
556,0.0,0.0,0.01,0.7,0.29
2298,0.0,0.11,0.21,0.43,0.25
919,0.0,0.05,0.27,0.48,0.2
1202,0.05,0.06,0.2,0.54,0.15
2175,0.0,0.02,0.17,0.74,0.07
1131,0.03,0.07,0.03,0.45,0.42
745,0.0,0.01,0.04,0.74,0.21
754,0.0,0.02,0.11,0.56,0.31
66,0.15,0.77,0.06,0.02,0.0
1526,0.0,0.01,0.32,0.42,0.25
1391,0.0,0.12,0.32,0.51,0.05
1253,0.0,0.08,0.06,0.79,0.07
2121,0.0,0.18,0.59,0.23,0.0
697,0.01,0.02,0.05,0.36,0.56
900,0.0,0.01,0.15,0.77,0.07
102,0.0,0.07,0.46,0.47,0.0
509,0.06,0.93,0.01,0.0,0.0
315,0.06,0.55,0.37,0.02,0.0
431,0.95,0.04,0.0,0.01,0.0
871,0.52,0.45,0.03,0.0,0.0
2865,0.04,0.14,0.33,0.43,0.06
473,0.01,0.03,0.6,0.36,0.0
1592,0.03,0.03,0.31,0.47,0.16
2669,0.0,0.02,0.0,0.17,0.81
650,0.0,0.13,0.2,0.45,0.22
2738,0.01,0.28,0.41,0.29,0.01
1671,0.0,0.0,0.01,0.37,0.62
775,0.0,0.01,0.02,0.82,0.15
1111,0.2,0.62,0.15,0.03,0.0
1310,0.0,0.0,0.04,0.51,0.45
2662,0.0,0.12,0.21,0.39,0.28
1364,0.0,0.01,0.02,0.54,0.43
634,0.0,0.02,0.3,0.63,0.05
2358,0.0,0.01,0.16,0.8,0.03
2163,0.0,0.15,0.75,0.1,0.0
2307,0.08,0.36,0.25,0.3,0.01
1147,0.04,0.55,0.38,0.03,0.0
1694,0.54,0.42,0.04,0.0,0.0
2397,0.99,0.01,0.0,0.0,0.0
1974,0.01,0.01,0.04,0.42,0.52
1656,0.02,0.24,0.34,0.29,0.11
2174,0.0,0.01,0.19,0.77,0.03
2851,0.0,0.06,0.04,0.57,0.33
1422,0.02,0.32,0.55,0.11,0.0
2875,0.0,0.0,0.0,0.04,0.96
145,0.0,0.01,0.39,0.51,0.09
703,0.0,0.01,0.01,0.41,0.57
1922,0.0,0.0,0.16,0.75,0.09
994,0.0,0.32,0.53,0.15,0.0
195,0.0,0.02,0.09,0.59,0.3
1291,0.0,0.03,0.07,0.31,0.59
380,0.01,0.18,0.6,0.08,0.13
1680,0.0,0.03,0.22,0.55,0.2
295,0.18,0.33,0.24,0.17,0.08
2697,0.0,0.0,0.0,0.43,0.57
981,0.0,0.05,0.17,0.5,0.28
2187,0.0,0.01,0.04,0.15,0.8
2800,0.04,0.78,0.13,0.04,0.01
1265,0.09,0.33,0.28,0.29,0.01
231,0.0,0.01,0.09,0.75,0.15
179,0.0,0.03,0.37,0.39,0.21
1987,0.0,0.01,0.0,0.18,0.81
1109,0.58,0.4,0.02,0.0,0.0
1261,0.0,0.03,0.08,0.67,0.22
2524,0.02,0.21,0.51,0.26,0.0
1468,0.0,0.01,0.0,0.99,0.0
2235,0.0,0.0,0.01,0.14,0.85
457,0.91,0.09,0.0,0.0,0.0
2382,0.9,0.09,0.01,0.0,0.0
2058,0.0,0.0,0.01,0.33,0.66
2926,0.0,0.01,0.03,0.88,0.08
1188,0.0,0.13,0.55,0.28,0.04
2067,0.01,0.03,0.11,0.74,0.11
1196,0.0,0.06,0.03,0.77,0.14
893,0.0,0.01,0.01,0.19,0.79
639,0.0,0.1,0.65,0.19,0.06
2160,0.0,0.13,0.78,0.09,0.0
98,0.0,0.06,0.61,0.33,0.0
1449,0.0,0.01,0.17,0.65,0.17
1211,0.0,0.01,0.19,0.78,0.02
1900,0.0,0.01,0.04,0.6,0.35
515,0.0,0.39,0.56,0.05,0.0
