index,A,B,C,D,E
1548,0.0,0.01,0.0,0.26,0.73
2636,0.0,0.0,0.03,0.31,0.66
1236,0.0,0.01,0.1,0.87,0.02
1583,0.18,0.63,0.19,0.0,0.0
2291,0.0,0.04,0.32,0.59,0.05
2132,0.01,0.86,0.13,0.0,0.0
746,0.0,0.0,0.04,0.34,0.62
1090,0.01,0.81,0.17,0.01,0.0
2511,0.0,0.09,0.3,0.61,0.0
1174,0.01,0.64,0.3,0.05,0.0
502,0.03,0.92,0.05,0.0,0.0
1801,0.03,0.78,0.18,0.01,0.0
375,0.01,0.34,0.48,0.17,0.0
709,0.0,0.0,0.0,0.09,0.91
323,0.08,0.26,0.53,0.13,0.0
2295,0.0,0.12,0.48,0.35,0.05
2454,0.17,0.79,0.03,0.01,0.0
1631,0.01,0.04,0.27,0.58,0.1
632,0.02,0.1,0.58,0.24,0.06
1607,0.01,0.08,0.31,0.51,0.09
1612,0.02,0.14,0.53,0.22,0.09
529,0.07,0.86,0.07,0.0,0.0
592,0.03,0.45,0.5,0.02,0.0
1423,0.0,0.09,0.61,0.3,0.0
2099,0.67,0.31,0.01,0.01,0.0
1863,0.0,0.01,0.14,0.69,0.16
144,0.0,0.01,0.05,0.66,0.28
589,0.16,0.54,0.25,0.05,0.0
673,0.0,0.21,0.42,0.31,0.06
2353,0.26,0.68,0.05,0.01,0.0
789,0.0,0.0,0.0,0.6,0.4
2164,0.02,0.11,0.82,0.05,0.0
531,0.03,0.84,0.13,0.0,0.0
1879,0.01,0.02,0.03,0.24,0.7
2724,0.0,0.1,0.29,0.55,0.06
2812,0.0,0.39,0.6,0.01,0.0
484,0.26,0.71,0.03,0.0,0.0
2420,0.0,0.48,0.5,0.02,0.0
157,0.0,0.04,0.14,0.51,0.31
1453,0.26,0.71,0.03,0.0,0.0
1315,0.03,0.06,0.22,0.54,0.15
1224,0.0,0.0,0.02,0.58,0.4
1141,0.01,0.72,0.22,0.05,0.0
591,0.14,0.73,0.1,0.02,0.01
1921,0.0,0.01,0.01,0.92,0.06
2586,0.0,0.01,0.06,0.61,0.32
1185,0.01,0.35,0.48,0.14,0.02
902,0.0,0.06,0.09,0.53,0.32
128,0.0,0.11,0.2,0.61,0.08
191,0.0,0.02,0.08,0.67,0.23
449,0.63,0.36,0.01,0.0,0.0
2388,0.78,0.21,0.01,0.0,0.0
1956,0.0,0.03,0.05,0.61,0.31
95,0.0,0.03,0.25,0.71,0.01
1684,1.0,0.0,0.0,0.0,0.0
1881,0.0,0.0,0.06,0.81,0.13
849,0.03,0.41,0.56,0.0,0.0
2521,0.0,0.6,0.33,0.06,0.01
2037,0.0,0.01,0.03,0.45,0.51
1298,0.0,0.01,0.04,0.17,0.78
1208,0.03,0.09,0.52,0.36,0.0
2790,0.0,0.48,0.5,0.02,0.0
2723,0.0,0.01,0.08,0.52,0.39
1410,0.03,0.17,0.25,0.46,0.09
1846,0.01,0.03,0.86,0.06,0.04
1034,0.0,0.02,0.13,0.72,0.13
2765,0.0,0.14,0.34,0.41,0.11
967,0.96,0.04,0.0,0.0,0.0
2372,0.0,0.0,0.0,0.08,0.92
1120,0.01,0.77,0.22,0.0,0.0
1937,0.0,0.02,0.06,0.67,0.25
951,0.0,0.05,0.38,0.54,0.03
1903,0.0,0.0,0.0,0.06,0.94
2088,0.0,0.03,0.14,0.5,0.33
2221,0.0,0.26,0.35,0.36,0.03
2890,0.14,0.17,0.2,0.44,0.05
1533,0.03,0.16,0.43,0.31,0.07
1571,0.01,0.38,0.52,0.07,0.02
2287,0.0,0.0,0.0,0.02,0.98
378,0.0,0.32,0.47,0.21,0.0
2082,0.0,0.08,0.12,0.47,0.33
1294,0.0,0.03,0.12,0.45,0.4
1445,0.0,0.01,0.2,0.74,0.05
2263,0.08,0.92,0.0,0.0,0.0
2192,0.0,0.0,0.01,0.4,0.59
247,0.03,0.91,0.05,0.01,0.0
1263,0.0,0.04,0.2,0.61,0.15
2310,0.0,0.07,0.81,0.12,0.0
2602,0.0,0.09,0.15,0.53,0.23
1040,0.0,0.0,0.0,0.03,0.97
1672,0.0,0.04,0.16,0.5,0.3
626,0.02,0.44,0.48,0.06,0.0
1635,0.95,0.05,0.0,0.0,0.0
1052,0.96,0.04,0.0,0.0,0.0
2334,0.95,0.04,0.0,0.01,0.0
1069,0.73,0.23,0.04,0.0,0.0
130,0.0,0.05,0.1,0.39,0.46
2045,0.1,0.33,0.18,0.29,0.1
2677,0.0,0.01,0.01,0.24,0.74
1929,0.0,0.0,0.01,0.74,0.25
1530,0.0,0.12,0.39,0.4,0.09
1361,0.02,0.11,0.22,0.5,0.15
1698,0.15,0.85,0.0,0.0,0.0
2643,0.0,0.01,0.01,0.19,0.79
1832,0.5,0.41,0.07,0.02,0.0
163,0.0,0.0,0.08,0.68,0.24
839,0.02,0.42,0.52,0.04,0.0
2928,0.0,0.15,0.42,0.34,0.09
1359,0.0,0.0,0.02,0.15,0.83
2600,0.0,0.05,0.08,0.52,0.35
519,0.04,0.62,0.34,0.0,0.0
918,0.15,0.26,0.27,0.25,0.07
2891,0.43,0.55,0.02,0.0,0.0
2289,0.0,0.01,0.01,0.05,0.93
516,0.0,0.36,0.57,0.07,0.0
1554,0.0,0.02,0.03,0.2,0.75
296,0.39,0.5,0.1,0.01,0.0
1064,0.87,0.13,0.0,0.0,0.0
728,0.04,0.25,0.37,0.28,0.06
1195,0.0,0.04,0.07,0.68,0.21
2768,0.02,0.02,0.22,0.62,0.12
546,0.0,0.35,0.58,0.07,0.0
389,0.01,0.04,0.43,0.48,0.04
2526,0.02,0.08,0.52,0.37,0.01
2929,0.08,0.83,0.07,0.02,0.0
2550,0.0,0.0,0.07,0.82,0.11
2010,0.0,0.0,0.05,0.39,0.56
1960,0.0,0.01,0.03,0.66,0.3
2249,0.0,0.0,0.09,0.8,0.11
81,0.0,0.07,0.65,0.26,0.02
2581,0.0,0.02,0.1,0.69,0.19
2729,0.0,0.01,0.11,0.6,0.28
466,0.0,0.06,0.89,0.05,0.0
1750,0.0,0.3,0.68,0.02,0.0
610,0.0,0.05,0.51,0.4,0.04
2473,0.0,0.0,0.17,0.72,0.11
2395,0.88,0.11,0.0,0.01,0.0
1435,0.01,0.62,0.31,0.05,0.01
2227,0.0,0.08,0.43,0.39,0.1
1244,0.0,0.0,0.01,0.88,0.11
2877,0.0,0.04,0.09,0.71,0.16
238,0.0,0.04,0.1,0.52,0.34
1601,0.0,0.02,0.05,0.47,0.46
1043,0.0,0.0,0.0,0.0,1.0
1768,0.03,0.81,0.15,0.01,0.0
1997,0.07,0.34,0.21,0.3,0.08
2629,0.0,0.0,0.02,0.77,0.21
1905,0.03,0.27,0.47,0.22,0.01
1493,0.01,0.22,0.74,0.03,0.0
1616,0.0,0.14,0.82,0.04,0.0
2022,0.0,0.16,0.2,0.51,0.13
737,0.0,0.0,0.0,0.34,0.66
1862,0.02,0.94,0.04,0.0,0.0
682,0.0,0.0,0.0,0.26,0.74
1841,0.01,0.07,0.69,0.23,0.0
129,0.0,0.01,0.04,0.38,0.57
1909,0.0,0.06,0.39,0.49,0.06
2000,0.0,0.1,0.05,0.58,0.27
1269,0.0,0.03,0.16,0.64,0.17
2759,0.6,0.36,0.04,0.0,0.0
2798,0.09,0.79,0.12,0.0,0.0
950,0.0,0.01,0.09,0.75,0.15
837,0.01,0.42,0.51,0.05,0.01
1966,0.01,0.03,0.21,0.62,0.13
2494,0.0,0.0,0.01,0.73,0.26
1317,0.0,0.05,0.19,0.27,0.49
1675,0.0,0.0,0.0,0.02,0.98
2016,0.0,0.01,0.01,0.48,0.5
2273,0.01,0.27,0.28,0.31,0.13
1060,0.85,0.15,0.0,0.0,0.0
1151,0.0,0.0,0.06,0.68,0.26
2212,0.03,0.0,0.16,0.46,0.35
681,0.0,0.0,0.02,0.52,0.46
1079,0.05,0.53,0.35,0.06,0.01
2619,0.0,0.02,0.07,0.62,0.29
2209,0.01,0.08,0.18,0.62,0.11
908,0.0,0.01,0.08,0.71,0.2
532,0.0,0.3,0.67,0.03,0.0
2197,0.0,0.0,0.0,0.13,0.87
1097,0.01,0.2,0.78,0.01,0.0
2876,0.0,0.0,0.01,0.16,0.83
2652,0.0,0.04,0.08,0.6,0.28
1995,0.0,0.07,0.09,0.55,0.29
33,0.0,0.01,0.09,0.85,0.05
1057,0.98,0.02,0.0,0.0,0.0
1980,0.0,0.01,0.02,0.26,0.71
322,0.0,0.03,0.27,0.59,0.11
2712,0.0,0.0,0.11,0.77,0.12
1615,0.01,0.39,0.56,0.04,0.0
1062,0.79,0.21,0.0,0.0,0.0
321,0.87,0.12,0.01,0.0,0.0
477,0.0,0.25,0.73,0.02,0.0
2191,0.0,0.01,0.0,0.27,0.72
2226,0.07,0.5,0.29,0.12,0.02
1632,0.02,0.51,0.25,0.21,0.01
1222,0.0,0.0,0.03,0.13,0.84
234,0.02,0.11,0.32,0.4,0.15
540,0.0,0.0,0.0,0.74,0.26
1270,0.01,0.03,0.09,0.73,0.14
1439,0.02,0.64,0.33,0.01,0.0
2569,0.0,0.0,0.04,0.5,0.46
143,0.0,0.0,0.01,0.76,0.23
505,0.01,0.83,0.15,0.01,0.0
2253,0.01,0.02,0.12,0.55,0.3
1326,0.0,0.0,0.01,0.34,0.65
731,0.0,0.05,0.19,0.54,0.22
2501,0.83,0.15,0.02,0.0,0.0
2775,0.01,0.76,0.23,0.0,0.0
818,0.79,0.18,0.03,0.0,0.0
2539,0.0,0.0,0.06,0.85,0.09
2046,0.0,0.01,0.02,0.29,0.68
442,0.75,0.24,0.0,0.0,0.01
1343,0.0,0.01,0.03,0.14,0.82
1693,0.99,0.01,0.0,0.0,0.0
2153,0.08,0.63,0.26,0.03,0.0
2819,0.0,0.02,0.05,0.62,0.31
1888,0.0,0.02,0.04,0.71,0.23
436,0.67,0.28,0.03,0.02,0.0
2628,0.0,0.0,0.0,0.97,0.03
915,0.0,0.17,0.2,0.51,0.12
2709,0.0,0.09,0.41,0.43,0.07
2014,0.0,0.0,0.01,0.56,0.43
1505,0.0,0.0,0.02,0.16,0.82
1130,0.0,0.67,0.32,0.01,0.0
2635,0.09,0.12,0.11,0.54,0.14
2599,0.0,0.0,0.01,0.21,0.78
1751,0.0,0.02,0.88,0.1,0.0
760,0.0,0.01,0.12,0.51,0.36
435,0.87,0.13,0.0,0.0,0.0
2912,0.01,0.06,0.13,0.72,0.08
1906,0.0,0.0,0.02,0.8,0.18
657,0.0,0.01,0.04,0.28,0.67
7,0.01,0.25,0.7,0.04,0.0
1248,0.02,0.21,0.35,0.34,0.08
2919,0.0,0.0,0.0,0.0,1.0
685,0.0,0.01,0.19,0.51,0.29
486,0.0,0.05,0.82,0.12,0.01
461,0.01,0.92,0.06,0.01,0.0
569,0.05,0.33,0.41,0.21,0.0
65,0.81,0.15,0.02,0.02,0.0
2503,0.34,0.6,0.06,0.0,0.0
362,0.0,0.02,0.43,0.53,0.02
1945,0.11,0.2,0.34,0.23,0.12
2577,0.0,0.05,0.26,0.59,0.1
2211,0.05,0.21,0.44,0.29,0.01
1206,0.0,0.01,0.0,0.43,0.56
2673,0.01,0.13,0.24,0.43,0.19
2089,0.04,0.21,0.4,0.33,0.02
395,0.0,0.01,0.12,0.62,0.25
455,0.01,0.69,0.29,0.01,0.0
1515,0.0,0.04,0.1,0.35,0.51
488,0.0,0.12,0.86,0.02,0.0
1345,0.03,0.15,0.31,0.38,0.13
884,0.01,0.03,0.06,0.42,0.48
2238,0.0,0.01,0.0,0.26,0.73
1659,0.02,0.29,0.53,0.16,0.0
222,0.0,0.0,0.0,0.88,0.12
2672,0.02,0.17,0.25,0.32,0.24
218,0.0,0.0,0.12,0.67,0.21
777,0.0,0.07,0.4,0.42,0.11
616,0.01,0.16,0.38,0.4,0.05
2092,0.23,0.65,0.09,0.02,0.01
2745,0.0,0.01,0.1,0.51,0.38
598,0.0,0.03,0.69,0.26,0.02
160,0.2,0.37,0.27,0.15,0.01
996,0.0,0.08,0.91,0.01,0.0
2394,0.89,0.11,0.0,0.0,0.0
1183,0.43,0.43,0.08,0.04,0.02
483,0.03,0.9,0.06,0.0,0.01
2872,0.0,0.0,0.0,0.23,0.77
432,0.99,0.0,0.0,0.01,0.0
194,0.0,0.01,0.0,0.25,0.74
758,0.01,0.02,0.02,0.45,0.5
2502,0.1,0.87,0.03,0.0,0.0
1782,0.5,0.49,0.01,0.0,0.0
2390,0.66,0.31,0.03,0.0,0.0
559,0.0,0.0,0.03,0.8,0.17
2818,0.0,0.01,0.01,0.39,0.59
437,0.4,0.59,0.01,0.0,0.0
2592,0.11,0.26,0.25,0.3,0.08
2181,0.81,0.03,0.09,0.07,0.0
326,0.0,0.0,0.0,0.05,0.95
1226,0.01,0.15,0.4,0.36,0.08
2064,0.0,0.06,0.17,0.68,0.09
2764,0.02,0.21,0.32,0.36,0.09
1036,0.0,0.0,0.0,0.66,0.34
64,0.03,0.36,0.57,0.04,0.0
445,0.32,0.65,0.03,0.0,0.0
197,0.0,0.0,0.04,0.56,0.4
642,0.0,0.0,0.01,0.86,0.13
1991,0.0,0.02,0.09,0.57,0.32
823,0.01,0.83,0.16,0.0,0.0
1634,0.05,0.26,0.65,0.04,0.0
1156,0.0,0.1,0.26,0.54,0.1
141,0.0,0.16,0.37,0.4,0.07
1696,0.66,0.3,0.04,0.0,0.0
2811,0.0,0.58,0.41,0.01,0.0
2804,0.23,0.7,0.04,0.03,0.0
2544,0.02,0.26,0.25,0.33,0.14
2347,0.07,0.54,0.35,0.04,0.0
1012,0.97,0.03,0.0,0.0,0.0
132,0.0,0.07,0.43,0.45,0.05
922,0.0,0.02,0.11,0.66,0.21
16,0.07,0.37,0.32,0.2,0.04
1574,0.42,0.55,0.03,0.0,0.0
1044,0.0,0.0,0.0,0.02,0.98
1288,0.13,0.34,0.21,0.27,0.05
2487,0.0,0.03,0.05,0.48,0.44
1568,0.0,0.04,0.12,0.58,0.26
1275,0.0,0.0,0.04,0.47,0.49
1460,0.32,0.66,0.02,0.0,0.0
2785,0.0,0.01,0.03,0.55,0.41
1519,0.0,0.11,0.21,0.49,0.19
1669,0.0,0.0,0.01,0.44,0.55
1295,0.0,0.05,0.09,0.23,0.63
2579,0.0,0.02,0.04,0.89,0.05
1920,0.0,0.08,0.25,0.53,0.14
1303,0.0,0.0,0.01,0.32,0.67
1761,0.92,0.08,0.0,0.0,0.0
857,0.02,0.06,0.16,0.58,0.18
584,0.0,0.07,0.48,0.4,0.05
864,0.24,0.72,0.04,0.0,0.0
1132,0.0,0.49,0.49,0.02,0.0
1813,0.06,0.82,0.12,0.0,0.0
1192,0.0,0.03,0.42,0.51,0.04
2748,0.01,0.71,0.28,0.0,0.0
1804,0.45,0.47,0.06,0.02,0.0
1611,0.01,0.32,0.48,0.19,0.0
444,0.34,0.63,0.03,0.0,0.0
2379,0.91,0.09,0.0,0.0,0.0
1420,0.07,0.88,0.05,0.0,0.0
1214,0.0,0.0,0.08,0.62,0.3
2836,0.0,0.01,0.01,0.23,0.75
94,0.0,0.25,0.52,0.23,0.0
1323,0.0,0.0,0.0,0.41,0.59
596,0.04,0.39,0.41,0.15,0.01
1662,0.0,0.0,0.04,0.6,0.36
398,0.0,0.0,0.03,0.59,0.38
631,0.01,0.1,0.46,0.36,0.07
1367,0.0,0.01,0.05,0.25,0.69
139,0.01,0.83,0.16,0.0,0.0
2051,0.0,0.0,0.01,0.7,0.29
2281,0.01,0.09,0.1,0.73,0.07
714,0.0,0.0,0.01,0.27,0.72
2432,0.06,0.26,0.65,0.03,0.0
151,0.0,0.01,0.01,0.48,0.5
1169,0.34,0.47,0.14,0.05,0.0
1766,0.19,0.81,0.0,0.0,0.0
2516,0.23,0.62,0.11,0.04,0.0
548,0.0,0.09,0.67,0.24,0.0
125,0.03,0.06,0.1,0.42,0.39
1121,0.06,0.53,0.4,0.01,0.0
2807,0.04,0.7,0.23,0.03,0.0
2202,0.0,0.01,0.15,0.52,0.32
2478,0.01,0.2,0.74,0.05,0.0
1061,0.42,0.52,0.05,0.01,0.0
2117,0.03,0.32,0.38,0.25,0.02
1734,0.05,0.08,0.73,0.14,0.0
2284,0.0,0.0,0.08,0.67,0.25
2852,0.0,0.0,0.05,0.37,0.58
701,0.0,0.04,0.03,0.59,0.34
2264,0.0,0.12,0.67,0.2,0.01
892,0.0,0.02,0.05,0.86,0.07
288,0.0,0.04,0.19,0.51,0.26
359,0.0,0.05,0.54,0.39,0.02
2809,0.0,0.05,0.94,0.01,0.0
2517,0.0,0.11,0.37,0.49,0.03
2002,0.0,0.0,0.0,0.32,0.68
796,0.0,0.06,0.2,0.6,0.14
2009,0.0,0.0,0.03,0.34,0.63
1743,0.14,0.62,0.22,0.02,0.0
2463,0.2,0.74,0.06,0.0,0.0
1204,0.0,0.0,0.04,0.32,0.64
694,0.0,0.05,0.09,0.59,0.27
1919,0.0,0.0,0.0,0.97,0.03
734,0.0,0.0,0.02,0.35,0.63
1023,0.0,0.11,0.38,0.49,0.02
1352,0.02,0.12,0.22,0.39,0.25
2908,0.01,0.0,0.04,0.25,0.7
1964,0.0,0.01,0.0,0.75,0.24
2923,0.0,0.06,0.26,0.6,0.08
2217,0.0,0.04,0.04,0.65,0.27
1293,0.0,0.01,0.07,0.53,0.39
2737,0.22,0.44,0.25,0.06,0.03
795,0.0,0.03,0.15,0.72,0.1
738,0.0,0.0,0.01,0.22,0.77
10,0.0,0.11,0.87,0.02,0.0
1369,0.01,0.02,0.08,0.35,0.54
2348,0.01,0.33,0.55,0.08,0.03
0,0.03,0.26,0.34,0.32,0.05
525,0.1,0.87,0.02,0.01,0.0
360,0.0,0.17,0.7,0.13,0.0
2917,0.0,0.0,0.0,0.0,1.0
2915,0.01,0.06,0.21,0.62,0.1
248,0.0,0.05,0.14,0.77,0.04
1089,0.0,0.35,0.61,0.04,0.0
2078,0.08,0.51,0.23,0.17,0.01
1654,0.0,0.15,0.58,0.27,0.0
1882,0.0,0.0,0.0,0.69,0.31
836,0.0,0.02,0.03,0.83,0.12
1046,0.0,0.0,0.09,0.8,0.11
848,0.02,0.9,0.07,0.01,0.0
1577,0.0,0.02,0.63,0.25,0.1
1490,0.0,0.01,0.11,0.79,0.09
2036,0.0,0.09,0.09,0.59,0.23
2344,0.11,0.47,0.34,0.08,0.0
2035,0.05,0.22,0.34,0.32,0.07
1815,0.01,0.0,0.14,0.53,0.32
985,0.02,0.04,0.28,0.54,0.12
447,0.85,0.15,0.0,0.0,0.0
258,0.01,0.35,0.62,0.02,0.0
1986,0.01,0.05,0.08,0.54,0.32
1177,0.36,0.5,0.1,0.04,0.0
558,0.0,0.0,0.02,0.65,0.33
1614,0.32,0.56,0.11,0.01,0.0
1996,0.01,0.03,0.13,0.46,0.37
269,0.0,0.0,0.02,0.97,0.01
70,0.1,0.78,0.12,0.0,0.0
1436,0.01,0.19,0.79,0.01,0.0
417,0.0,0.02,0.05,0.36,0.57
816,0.05,0.91,0.02,0.02,0.0
2373,0.0,0.02,0.08,0.75,0.15
485,0.01,0.81,0.16,0.02,0.0
749,0.01,0.03,0.08,0.58,0.3
2247,0.01,0.07,0.46,0.39,0.07
111,0.29,0.58,0.1,0.03,0.0
50,0.0,0.03,0.69,0.28,0.0
1451,0.0,0.0,0.0,0.59,0.41
2177,0.0,0.0,0.24,0.66,0.1
2509,0.0,0.01,0.18,0.8,0.01
1855,0.01,0.34,0.44,0.18,0.03
743,0.0,0.0,0.0,0.15,0.85
1077,0.0,0.0,0.62,0.38,0.0
2881,0.0,0.02,0.03,0.37,0.58
797,0.0,0.0,0.01,0.46,0.53
51,0.02,0.11,0.85,0.02,0.0
103,0.0,0.02,0.17,0.79,0.02
1739,0.0,0.07,0.85,0.08,0.0
2486,0.01,0.06,0.06,0.62,0.25
612,0.01,0.13,0.43,0.4,0.03
137,0.17,0.56,0.16,0.11,0.0
753,0.0,0.04,0.05,0.39,0.52
2023,0.0,0.07,0.08,0.61,0.24
1403,0.01,0.07,0.35,0.52,0.05
1857,0.03,0.41,0.4,0.14,0.02
2434,0.19,0.72,0.09,0.0,0.0
86,0.0,0.0,0.01,0.54,0.45
861,0.0,0.0,0.03,0.79,0.18
1274,0.0,0.0,0.03,0.46,0.51
1827,0.23,0.71,0.05,0.01,0.0
842,0.01,0.54,0.41,0.03,0.01
1335,0.0,0.01,0.02,0.2,0.77
2024,0.0,0.02,0.05,0.58,0.35
2354,0.01,0.13,0.71,0.13,0.02
2052,0.0,0.14,0.29,0.54,0.03
890,0.0,0.02,0.14,0.63,0.21
992,0.0,0.1,0.85,0.05,0.0
964,0.19,0.57,0.21,0.02,0.01
619,0.0,0.0,0.0,0.74,0.26
1318,0.04,0.11,0.13,0.4,0.32
462,0.0,0.33,0.65,0.02,0.0
1824,0.0,0.0,0.0,0.93,0.07
959,0.88,0.11,0.01,0.0,0.0
2683,0.0,0.0,0.0,0.05,0.95
2740,0.0,0.01,0.04,0.8,0.15
2924,0.0,0.13,0.23,0.5,0.14
2746,0.01,0.18,0.68,0.11,0.02
1539,0.15,0.43,0.3,0.11,0.01
2642,0.0,0.03,0.08,0.21,0.68
517,0.1,0.51,0.35,0.04,0.0
2166,0.0,0.05,0.91,0.03,0.01
858,0.0,0.01,0.05,0.77,0.17
1395,0.0,0.14,0.37,0.4,0.09
1780,0.93,0.07,0.0,0.0,0.0
1779,0.06,0.78,0.15,0.01,0.0
2584,0.0,0.01,0.01,0.78,0.2
556,0.0,0.01,0.02,0.75,0.22
2298,0.01,0.06,0.19,0.41,0.33
919,0.01,0.11,0.12,0.63,0.13
1202,0.06,0.1,0.27,0.48,0.09
2175,0.0,0.04,0.18,0.63,0.15
1131,0.0,0.01,0.05,0.6,0.34
745,0.01,0.01,0.07,0.62,0.29
754,0.0,0.08,0.14,0.49,0.29
66,0.11,0.81,0.07,0.01,0.0
1526,0.0,0.01,0.16,0.56,0.27
1391,0.02,0.15,0.19,0.51,0.13
1253,0.0,0.05,0.04,0.83,0.08
2121,0.0,0.21,0.55,0.24,0.0
697,0.0,0.02,0.09,0.55,0.34
900,0.0,0.02,0.15,0.78,0.05
102,0.01,0.06,0.54,0.39,0.0
509,0.18,0.8,0.02,0.0,0.0
315,0.07,0.61,0.31,0.01,0.0
431,0.89,0.07,0.02,0.02,0.0
871,0.6,0.35,0.05,0.0,0.0
2865,0.07,0.21,0.38,0.32,0.02
473,0.0,0.04,0.56,0.39,0.01
1592,0.02,0.03,0.26,0.59,0.1
2669,0.0,0.01,0.01,0.11,0.87
650,0.01,0.1,0.17,0.47,0.25
2738,0.03,0.31,0.41,0.2,0.05
1671,0.0,0.0,0.02,0.54,0.44
775,0.0,0.0,0.01,0.79,0.2
1111,0.15,0.74,0.11,0.0,0.0
1310,0.0,0.02,0.03,0.45,0.5
2662,0.03,0.14,0.24,0.38,0.21
1364,0.0,0.0,0.05,0.47,0.48
634,0.03,0.14,0.32,0.41,0.1
2358,0.0,0.01,0.1,0.85,0.04
2163,0.0,0.09,0.8,0.11,0.0
2307,0.07,0.33,0.34,0.24,0.02
1147,0.07,0.59,0.28,0.06,0.0
1694,0.47,0.5,0.03,0.0,0.0
2397,0.89,0.08,0.03,0.0,0.0
1974,0.0,0.01,0.1,0.51,0.38
1656,0.04,0.21,0.3,0.31,0.14
2174,0.0,0.01,0.1,0.82,0.07
2851,0.0,0.05,0.04,0.55,0.36
1422,0.04,0.36,0.56,0.04,0.0
2875,0.0,0.0,0.0,0.01,0.99
145,0.0,0.01,0.35,0.62,0.02
703,0.0,0.01,0.02,0.26,0.71
1922,0.0,0.05,0.24,0.65,0.06
994,0.0,0.17,0.78,0.05,0.0
195,0.0,0.0,0.01,0.66,0.33
1291,0.0,0.04,0.04,0.38,0.54
380,0.02,0.29,0.5,0.11,0.08
1680,0.0,0.03,0.14,0.75,0.08
295,0.15,0.46,0.21,0.14,0.04
2697,0.0,0.0,0.02,0.29,0.69
981,0.0,0.02,0.17,0.68,0.13
2187,0.0,0.0,0.03,0.3,0.67
2800,0.05,0.82,0.05,0.08,0.0
1265,0.17,0.43,0.3,0.08,0.02
231,0.0,0.0,0.07,0.75,0.18
179,0.0,0.04,0.27,0.52,0.17
1987,0.0,0.0,0.0,0.11,0.89
1109,0.7,0.29,0.01,0.0,0.0
1261,0.0,0.01,0.11,0.72,0.16
2524,0.05,0.21,0.57,0.15,0.02
1468,0.0,0.0,0.02,0.97,0.01
2235,0.0,0.0,0.01,0.11,0.88
457,0.93,0.07,0.0,0.0,0.0
2382,0.94,0.06,0.0,0.0,0.0
2058,0.0,0.0,0.01,0.54,0.45
2926,0.0,0.0,0.02,0.83,0.15
1188,0.0,0.08,0.44,0.34,0.14
2067,0.01,0.1,0.13,0.58,0.18
1196,0.01,0.06,0.07,0.69,0.17
893,0.0,0.01,0.0,0.24,0.75
639,0.02,0.07,0.56,0.29,0.06
2160,0.0,0.2,0.78,0.02,0.0
98,0.0,0.03,0.41,0.55,0.01
1449,0.0,0.08,0.3,0.54,0.08
1211,0.0,0.01,0.11,0.83,0.05
1900,0.0,0.01,0.09,0.64,0.26
515,0.03,0.55,0.41,0.01,0.0
