index,A,B,C,D,E
2099,0.71,0.29,0.0,0.0,0.0
1863,0.0,0.0,0.11,0.75,0.14
144,0.0,0.0,0.04,0.71,0.25
589,0.08,0.65,0.21,0.06,0.0
673,0.0,0.32,0.38,0.28,0.02
2353,0.21,0.75,0.04,0.0,0.0
789,0.0,0.0,0.01,0.69,0.3
2164,0.0,0.18,0.77,0.05,0.0
531,0.02,0.84,0.13,0.01,0.0
1879,0.0,0.0,0.06,0.16,0.78
2724,0.01,0.06,0.33,0.49,0.11
2812,0.0,0.59,0.41,0.0,0.0
484,0.23,0.74,0.03,0.0,0.0
2420,0.01,0.35,0.63,0.01,0.0
157,0.0,0.03,0.11,0.61,0.25
1453,0.15,0.82,0.03,0.0,0.0
1315,0.0,0.05,0.16,0.67,0.12
1224,0.0,0.0,0.0,0.63,0.37
1141,0.03,0.68,0.24,0.05,0.0
591,0.24,0.74,0.02,0.0,0.0
1921,0.0,0.0,0.03,0.87,0.1
2586,0.0,0.02,0.1,0.57,0.31
1185,0.02,0.19,0.6,0.16,0.03
902,0.0,0.05,0.14,0.56,0.25
128,0.01,0.07,0.27,0.54,0.11
191,0.0,0.01,0.09,0.76,0.14
449,0.63,0.35,0.02,0.0,0.0
2388,0.53,0.45,0.02,0.0,0.0
1956,0.0,0.01,0.09,0.51,0.39
95,0.0,0.02,0.24,0.73,0.01
1684,0.99,0.01,0.0,0.0,0.0
1881,0.0,0.02,0.03,0.78,0.17
849,0.03,0.32,0.64,0.01,0.0
2521,0.0,0.77,0.2,0.02,0.01
2037,0.0,0.01,0.04,0.43,0.52
1298,0.0,0.0,0.03,0.16,0.81
1208,0.01,0.0,0.67,0.28,0.04
2790,0.0,0.42,0.57,0.01,0.0
2723,0.0,0.01,0.09,0.44,0.46
1410,0.0,0.18,0.3,0.44,0.08
1846,0.0,0.03,0.91,0.06,0.0
1034,0.0,0.0,0.14,0.79,0.07
2765,0.0,0.05,0.32,0.53,0.1
967,0.94,0.06,0.0,0.0,0.0
2372,0.0,0.0,0.0,0.05,0.95
1120,0.05,0.69,0.26,0.0,0.0
1937,0.0,0.02,0.06,0.57,0.35
951,0.0,0.15,0.53,0.3,0.02
1903,0.0,0.0,0.0,0.07,0.93
2088,0.0,0.04,0.11,0.41,0.44
2221,0.0,0.16,0.49,0.32,0.03
2890,0.2,0.16,0.24,0.37,0.03
1533,0.01,0.18,0.31,0.45,0.05
1571,0.02,0.43,0.51,0.04,0.0
2287,0.0,0.0,0.0,0.01,0.99
378,0.0,0.21,0.46,0.3,0.03
2082,0.0,0.16,0.12,0.4,0.32
1294,0.0,0.05,0.11,0.38,0.46
1445,0.0,0.01,0.1,0.76,0.13
2263,0.12,0.88,0.0,0.0,0.0
2192,0.0,0.0,0.0,0.4,0.6
247,0.03,0.93,0.04,0.0,0.0
1263,0.0,0.04,0.26,0.64,0.06
2310,0.0,0.06,0.88,0.06,0.0
2602,0.0,0.1,0.1,0.55,0.25
1040,0.0,0.0,0.0,0.04,0.96
1672,0.01,0.03,0.13,0.43,0.4
626,0.05,0.45,0.38,0.11,0.01
1635,0.96,0.03,0.01,0.0,0.0
1052,0.94,0.04,0.02,0.0,0.0
2334,0.95,0.05,0.0,0.0,0.0
1069,0.81,0.17,0.02,0.0,0.0
130,0.0,0.07,0.02,0.29,0.62
2045,0.08,0.36,0.21,0.2,0.15
2677,0.0,0.02,0.03,0.27,0.68
1929,0.0,0.02,0.06,0.7,0.22
1530,0.01,0.22,0.24,0.41,0.12
1361,0.01,0.11,0.22,0.51,0.15
1698,0.19,0.81,0.0,0.0,0.0
2643,0.0,0.0,0.03,0.21,0.76
1832,0.62,0.32,0.05,0.01,0.0
163,0.0,0.0,0.06,0.7,0.24
839,0.02,0.47,0.44,0.06,0.01
2928,0.0,0.11,0.54,0.26,0.09
1359,0.0,0.0,0.06,0.16,0.78
2600,0.0,0.01,0.06,0.57,0.36
519,0.0,0.37,0.6,0.03,0.0
918,0.05,0.34,0.28,0.3,0.03
2891,0.37,0.61,0.01,0.01,0.0
2289,0.0,0.0,0.0,0.07,0.93
516,0.0,0.43,0.49,0.05,0.03
1554,0.0,0.0,0.0,0.23,0.77
296,0.41,0.5,0.04,0.05,0.0
1064,0.87,0.13,0.0,0.0,0.0
728,0.04,0.31,0.3,0.26,0.09
1195,0.01,0.03,0.05,0.75,0.16
2768,0.0,0.03,0.13,0.72,0.12
546,0.01,0.21,0.71,0.07,0.0
389,0.01,0.01,0.45,0.43,0.1
2526,0.0,0.08,0.57,0.3,0.05
2929,0.04,0.76,0.18,0.02,0.0
2550,0.0,0.0,0.11,0.81,0.08
2010,0.0,0.01,0.07,0.37,0.55
1960,0.0,0.02,0.05,0.63,0.3
2249,0.0,0.0,0.1,0.79,0.11
81,0.0,0.06,0.56,0.34,0.04
2581,0.0,0.01,0.14,0.74,0.11
2729,0.0,0.01,0.13,0.65,0.21
466,0.01,0.05,0.87,0.07,0.0
1750,0.0,0.08,0.92,0.0,0.0
610,0.01,0.13,0.5,0.33,0.03
2473,0.0,0.04,0.11,0.66,0.19
2395,0.97,0.03,0.0,0.0,0.0
1435,0.01,0.65,0.29,0.05,0.0
2227,0.0,0.04,0.34,0.5,0.12
1244,0.0,0.0,0.0,0.91,0.09
2877,0.0,0.03,0.1,0.62,0.25
238,0.0,0.01,0.1,0.47,0.42
1601,0.0,0.0,0.06,0.56,0.38
1043,0.0,0.0,0.0,0.0,1.0
1768,0.04,0.84,0.12,0.0,0.0
1997,0.06,0.37,0.15,0.29,0.13
2629,0.0,0.0,0.02,0.74,0.24
1905,0.0,0.25,0.49,0.25,0.01
1493,0.0,0.15,0.79,0.06,0.0
1616,0.0,0.11,0.82,0.05,0.02
2022,0.0,0.24,0.16,0.41,0.19
737,0.0,0.0,0.01,0.1,0.89
1862,0.04,0.92,0.04,0.0,0.0
682,0.0,0.0,0.04,0.3,0.66
1841,0.0,0.05,0.66,0.29,0.0
129,0.0,0.0,0.05,0.47,0.48
1909,0.0,0.03,0.45,0.43,0.09
2000,0.01,0.09,0.2,0.43,0.27
1269,0.0,0.02,0.15,0.75,0.08
2759,0.56,0.42,0.01,0.01,0.0
2798,0.05,0.82,0.11,0.02,0.0
950,0.0,0.0,0.16,0.6,0.24
837,0.0,0.5,0.42,0.07,0.01
1966,0.0,0.07,0.27,0.58,0.08
2494,0.0,0.0,0.0,0.64,0.36
1317,0.01,0.06,0.14,0.46,0.33
1675,0.0,0.0,0.0,0.01,0.99
2016,0.0,0.0,0.01,0.5,0.49
2273,0.03,0.37,0.39,0.19,0.02
1060,0.94,0.06,0.0,0.0,0.0
1151,0.0,0.02,0.04,0.83,0.11
2212,0.01,0.04,0.1,0.59,0.26
681,0.01,0.02,0.01,0.46,0.5
1079,0.03,0.58,0.37,0.02,0.0
2619,0.0,0.03,0.04,0.61,0.32
2209,0.0,0.1,0.13,0.62,0.15
908,0.0,0.03,0.18,0.57,0.22
532,0.0,0.43,0.55,0.02,0.0
2197,0.0,0.01,0.01,0.18,0.8
1097,0.0,0.17,0.82,0.0,0.01
2876,0.0,0.0,0.0,0.17,0.83
2652,0.0,0.01,0.06,0.7,0.23
1995,0.0,0.05,0.13,0.39,0.43
33,0.0,0.02,0.13,0.8,0.05
1057,0.94,0.06,0.0,0.0,0.0
1980,0.0,0.0,0.02,0.34,0.64
322,0.0,0.05,0.29,0.56,0.1
2712,0.0,0.01,0.06,0.85,0.08
1615,0.01,0.31,0.63,0.05,0.0
1062,0.78,0.21,0.01,0.0,0.0
321,0.88,0.12,0.0,0.0,0.0
477,0.0,0.25,0.73,0.01,0.01
2191,0.0,0.0,0.03,0.36,0.61
2226,0.1,0.42,0.32,0.13,0.03
1632,0.03,0.62,0.23,0.09,0.03
1222,0.0,0.0,0.02,0.14,0.84
234,0.01,0.07,0.36,0.44,0.12
540,0.0,0.0,0.02,0.57,0.41
1270,0.0,0.04,0.12,0.75,0.09
1439,0.01,0.64,0.35,0.0,0.0
2569,0.0,0.0,0.01,0.6,0.39
143,0.0,0.0,0.03,0.74,0.23
505,0.02,0.78,0.18,0.02,0.0
2253,0.0,0.06,0.09,0.58,0.27
1326,0.0,0.0,0.0,0.37,0.63
731,0.0,0.06,0.18,0.53,0.23
2501,0.74,0.25,0.01,0.0,0.0
2775,0.06,0.71,0.21,0.02,0.0
818,0.81,0.17,0.02,0.0,0.0
2539,0.0,0.01,0.06,0.91,0.02
2046,0.0,0.0,0.01,0.25,0.74
442,0.75,0.23,0.01,0.01,0.0
1343,0.0,0.02,0.01,0.12,0.85
1693,0.99,0.01,0.0,0.0,0.0
2153,0.08,0.71,0.2,0.01,0.0
2819,0.0,0.0,0.06,0.57,0.37
1888,0.0,0.01,0.04,0.78,0.17
436,0.64,0.33,0.01,0.02,0.0
2628,0.0,0.0,0.02,0.96,0.02
915,0.0,0.2,0.13,0.5,0.17
2709,0.02,0.05,0.45,0.38,0.1
2014,0.0,0.0,0.04,0.41,0.55
1505,0.0,0.01,0.03,0.17,0.79
1130,0.0,0.68,0.31,0.01,0.0
2635,0.03,0.15,0.17,0.45,0.2
2599,0.0,0.0,0.03,0.28,0.69
1751,0.0,0.02,0.84,0.14,0.0
760,0.0,0.03,0.04,0.52,0.41
435,0.89,0.1,0.01,0.0,0.0
2912,0.02,0.09,0.18,0.65,0.06
1906,0.0,0.0,0.01,0.92,0.07
657,0.0,0.0,0.04,0.24,0.72
7,0.0,0.11,0.84,0.05,0.0
1248,0.02,0.17,0.28,0.42,0.11
2919,0.0,0.0,0.0,0.0,1.0
685,0.0,0.01,0.14,0.5,0.35
486,0.0,0.05,0.78,0.15,0.02
461,0.02,0.82,0.16,0.0,0.0
569,0.03,0.35,0.5,0.1,0.02
65,0.79,0.19,0.02,0.0,0.0
2503,0.45,0.5,0.05,0.0,0.0
362,0.0,0.06,0.52,0.41,0.01
1945,0.12,0.23,0.25,0.29,0.11
2577,0.01,0.02,0.22,0.69,0.06
2211,0.01,0.18,0.39,0.39,0.03
1206,0.0,0.0,0.0,0.3,0.7
2673,0.0,0.09,0.19,0.5,0.22
2089,0.03,0.18,0.45,0.23,0.11
395,0.0,0.0,0.15,0.64,0.21
455,0.0,0.74,0.25,0.01,0.0
1515,0.0,0.11,0.08,0.35,0.46
488,0.0,0.12,0.87,0.01,0.0
1345,0.01,0.14,0.26,0.44,0.15
884,0.0,0.04,0.04,0.31,0.61
2238,0.0,0.01,0.01,0.3,0.68
1659,0.02,0.28,0.61,0.08,0.01
222,0.0,0.0,0.01,0.83,0.16
2672,0.02,0.28,0.2,0.35,0.15
218,0.0,0.0,0.1,0.76,0.14
777,0.0,0.03,0.38,0.43,0.16
616,0.03,0.11,0.51,0.32,0.03
2092,0.2,0.65,0.12,0.03,0.0
2745,0.0,0.02,0.13,0.53,0.32
598,0.01,0.06,0.58,0.32,0.03
160,0.17,0.48,0.28,0.06,0.01
996,0.0,0.05,0.93,0.02,0.0
2394,0.74,0.25,0.01,0.0,0.0
1183,0.26,0.57,0.11,0.05,0.01
483,0.05,0.94,0.01,0.0,0.0
2872,0.0,0.0,0.03,0.17,0.8
432,0.99,0.0,0.0,0.01,0.0
194,0.0,0.0,0.0,0.22,0.78
758,0.0,0.03,0.08,0.45,0.44
2502,0.07,0.89,0.03,0.01,0.0
1782,0.62,0.37,0.01,0.0,0.0
2390,0.71,0.26,0.03,0.0,0.0
559,0.0,0.01,0.05,0.84,0.1
2818,0.0,0.0,0.02,0.54,0.44
437,0.49,0.5,0.01,0.0,0.0
2592,0.12,0.32,0.28,0.22,0.06
2181,0.76,0.03,0.14,0.07,0.0
326,0.0,0.0,0.0,0.02,0.98
1226,0.0,0.11,0.26,0.57,0.06
2064,0.0,0.04,0.2,0.69,0.07
2764,0.0,0.24,0.32,0.37,0.07
1036,0.0,0.0,0.01,0.63,0.36
64,0.07,0.34,0.52,0.07,0.0
445,0.24,0.72,0.04,0.0,0.0
197,0.0,0.0,0.05,0.59,0.36
642,0.0,0.0,0.02,0.86,0.12
1991,0.01,0.01,0.07,0.67,0.24
823,0.02,0.65,0.33,0.0,0.0
1634,0.06,0.36,0.57,0.01,0.0
1156,0.0,0.04,0.33,0.45,0.18
141,0.01,0.16,0.56,0.26,0.01
1696,0.7,0.28,0.02,0.0,0.0
2811,0.01,0.59,0.4,0.0,0.0
2804,0.2,0.73,0.07,0.0,0.0
2544,0.03,0.18,0.31,0.41,0.07
2347,0.13,0.41,0.43,0.03,0.0
1012,0.91,0.08,0.01,0.0,0.0
132,0.0,0.08,0.33,0.54,0.05
922,0.0,0.03,0.13,0.62,0.22
16,0.03,0.32,0.38,0.22,0.05
1574,0.61,0.39,0.0,0.0,0.0
1044,0.0,0.0,0.0,0.01,0.99
1288,0.12,0.29,0.25,0.29,0.05
2487,0.0,0.05,0.04,0.45,0.46
1568,0.0,0.0,0.1,0.7,0.2
1275,0.0,0.0,0.03,0.42,0.55
1460,0.51,0.46,0.02,0.0,0.01
2785,0.0,0.01,0.01,0.47,0.51
1519,0.01,0.06,0.24,0.57,0.12
1669,0.0,0.0,0.01,0.34,0.65
1295,0.03,0.03,0.15,0.36,0.43
2579,0.0,0.0,0.08,0.88,0.04
1920,0.01,0.01,0.3,0.54,0.14
1303,0.0,0.0,0.0,0.23,0.77
1761,0.91,0.08,0.01,0.0,0.0
857,0.0,0.0,0.25,0.53,0.22
584,0.0,0.03,0.49,0.43,0.05
864,0.29,0.67,0.04,0.0,0.0
1132,0.02,0.55,0.41,0.02,0.0
1813,0.11,0.8,0.09,0.0,0.0
1192,0.0,0.0,0.39,0.54,0.07
2748,0.01,0.67,0.3,0.02,0.0
1804,0.35,0.58,0.06,0.01,0.0
1611,0.0,0.3,0.52,0.17,0.01
444,0.44,0.53,0.03,0.0,0.0
2379,0.88,0.11,0.0,0.01,0.0
1420,0.09,0.86,0.05,0.0,0.0
1214,0.0,0.0,0.08,0.61,0.31
2836,0.0,0.0,0.02,0.14,0.84
94,0.0,0.23,0.51,0.25,0.01
1323,0.0,0.0,0.02,0.53,0.45
596,0.02,0.29,0.51,0.17,0.01
1662,0.0,0.01,0.07,0.53,0.39
398,0.0,0.0,0.0,0.62,0.38
631,0.01,0.12,0.52,0.31,0.04
1367,0.0,0.0,0.04,0.22,0.74
139,0.04,0.8,0.16,0.0,0.0
2051,0.0,0.01,0.03,0.73,0.23
2281,0.0,0.05,0.18,0.71,0.06
714,0.0,0.0,0.0,0.18,0.82
2432,0.03,0.21,0.73,0.03,0.0
151,0.0,0.0,0.01,0.6,0.39
1169,0.38,0.45,0.17,0.0,0.0
1766,0.22,0.77,0.01,0.0,0.0
2516,0.16,0.8,0.03,0.01,0.0
548,0.01,0.13,0.56,0.3,0.0
125,0.01,0.11,0.12,0.48,0.28
1121,0.07,0.52,0.4,0.01,0.0
2807,0.07,0.66,0.25,0.02,0.0
2202,0.0,0.03,0.05,0.49,0.43
2478,0.0,0.13,0.82,0.05,0.0
1061,0.21,0.75,0.03,0.01,0.0
2117,0.01,0.47,0.39,0.13,0.0
1734,0.0,0.04,0.78,0.18,0.0
2284,0.0,0.01,0.15,0.55,0.29
2852,0.0,0.02,0.04,0.3,0.64
701,0.0,0.07,0.08,0.45,0.4
2264,0.0,0.1,0.66,0.21,0.03
892,0.0,0.02,0.01,0.88,0.09
288,0.0,0.04,0.17,0.54,0.25
359,0.0,0.05,0.58,0.36,0.01
2809,0.0,0.09,0.9,0.01,0.0
2517,0.01,0.1,0.38,0.49,0.02
2002,0.0,0.0,0.0,0.19,0.81
796,0.01,0.05,0.17,0.65,0.12
2009,0.0,0.0,0.03,0.33,0.64
1743,0.11,0.7,0.19,0.0,0.0
2463,0.18,0.79,0.03,0.0,0.0
1204,0.01,0.01,0.02,0.28,0.68
694,0.0,0.04,0.08,0.42,0.46
1919,0.0,0.0,0.01,0.94,0.05
734,0.0,0.0,0.01,0.29,0.7
1023,0.01,0.04,0.36,0.56,0.03
1352,0.0,0.15,0.18,0.45,0.22
2908,0.01,0.01,0.03,0.26,0.69
1964,0.0,0.0,0.04,0.81,0.15
2923,0.0,0.03,0.22,0.68,0.07
2217,0.0,0.02,0.05,0.57,0.36
1293,0.0,0.01,0.1,0.59,0.3
2737,0.27,0.42,0.18,0.12,0.01
795,0.0,0.03,0.15,0.73,0.09
738,0.0,0.0,0.03,0.35,0.62
10,0.0,0.15,0.85,0.0,0.0
1369,0.0,0.02,0.01,0.31,0.66
2348,0.0,0.31,0.52,0.15,0.02
0,0.02,0.22,0.38,0.36,0.02
525,0.11,0.88,0.01,0.0,0.0
360,0.0,0.08,0.81,0.1,0.01
2917,0.0,0.0,0.0,0.0,1.0
2915,0.0,0.08,0.27,0.57,0.08
248,0.0,0.08,0.16,0.72,0.04
1089,0.0,0.19,0.77,0.04,0.0
2078,0.05,0.37,0.25,0.29,0.04
1654,0.0,0.18,0.66,0.16,0.0
1882,0.0,0.01,0.03,0.76,0.2
836,0.0,0.01,0.02,0.91,0.06
1046,0.0,0.01,0.06,0.81,0.12
848,0.0,0.9,0.1,0.0,0.0
1577,0.0,0.04,0.7,0.21,0.05
1490,0.0,0.0,0.12,0.66,0.22
2036,0.0,0.12,0.06,0.51,0.31
2344,0.12,0.48,0.29,0.1,0.01
2035,0.02,0.24,0.32,0.35,0.07
1815,0.0,0.02,0.07,0.43,0.48
985,0.0,0.03,0.34,0.54,0.09
447,0.84,0.16,0.0,0.0,0.0
258,0.0,0.28,0.66,0.06,0.0
1986,0.0,0.07,0.12,0.47,0.34
1177,0.44,0.43,0.07,0.06,0.0
558,0.0,0.02,0.02,0.62,0.34
1614,0.35,0.56,0.05,0.04,0.0
1996,0.0,0.0,0.13,0.4,0.47
269,0.0,0.0,0.0,1.0,0.0
70,0.1,0.81,0.09,0.0,0.0
1436,0.0,0.21,0.79,0.0,0.0
417,0.0,0.01,0.06,0.37,0.56
816,0.04,0.91,0.03,0.02,0.0
2373,0.0,0.03,0.07,0.77,0.13
485,0.0,0.86,0.12,0.02,0.0
749,0.0,0.06,0.05,0.58,0.31
2247,0.0,0.16,0.44,0.36,0.04
111,0.26,0.59,0.15,0.0,0.0
50,0.0,0.03,0.7,0.25,0.02
1451,0.0,0.0,0.0,0.47,0.53
2177,0.0,0.02,0.21,0.65,0.12
2509,0.0,0.0,0.1,0.89,0.01
1855,0.02,0.43,0.5,0.05,0.0
743,0.0,0.0,0.01,0.15,0.84
1077,0.0,0.03,0.7,0.25,0.02
2881,0.0,0.01,0.0,0.3,0.69
797,0.0,0.01,0.0,0.46,0.53
51,0.02,0.08,0.82,0.07,0.01
103,0.0,0.07,0.19,0.72,0.02
1739,0.0,0.09,0.8,0.11,0.0
2486,0.0,0.08,0.13,0.59,0.2
612,0.0,0.11,0.42,0.45,0.02
137,0.09,0.61,0.22,0.08,0.0
753,0.0,0.05,0.02,0.33,0.6
2023,0.0,0.03,0.12,0.58,0.27
1403,0.01,0.09,0.39,0.47,0.04
1857,0.03,0.45,0.38,0.11,0.03
2434,0.19,0.6,0.21,0.0,0.0
86,0.0,0.0,0.0,0.45,0.55
861,0.0,0.0,0.06,0.72,0.22
1274,0.0,0.0,0.01,0.46,0.53
1827,0.2,0.73,0.05,0.02,0.0
842,0.0,0.51,0.46,0.03,0.0
1335,0.0,0.0,0.04,0.22,0.74
2024,0.0,0.01,0.05,0.54,0.4
2354,0.03,0.16,0.59,0.2,0.02
2052,0.0,0.08,0.23,0.65,0.04
890,0.01,0.0,0.1,0.73,0.16
992,0.0,0.11,0.85,0.04,0.0
964,0.14,0.67,0.19,0.0,0.0
619,0.0,0.0,0.01,0.83,0.16
1318,0.0,0.06,0.29,0.23,0.42
462,0.0,0.25,0.73,0.02,0.0
1824,0.0,0.0,0.0,0.87,0.13
959,0.9,0.08,0.01,0.01,0.0
2683,0.0,0.0,0.01,0.04,0.95
2740,0.0,0.0,0.02,0.78,0.2
2924,0.0,0.1,0.17,0.56,0.17
2746,0.0,0.24,0.53,0.21,0.02
1539,0.12,0.58,0.2,0.08,0.02
2642,0.0,0.01,0.04,0.33,0.62
517,0.05,0.48,0.47,0.0,0.0
2166,0.0,0.02,0.9,0.07,0.01
858,0.0,0.01,0.04,0.7,0.25
1395,0.0,0.15,0.43,0.38,0.04
1780,0.97,0.03,0.0,0.0,0.0
1779,0.01,0.89,0.09,0.01,0.0
2584,0.0,0.0,0.02,0.8,0.18
556,0.0,0.0,0.01,0.75,0.24
2298,0.0,0.07,0.24,0.41,0.28
919,0.02,0.09,0.2,0.49,0.2
1202,0.07,0.12,0.33,0.42,0.06
2175,0.0,0.01,0.18,0.75,0.06
1131,0.0,0.0,0.09,0.54,0.37
745,0.0,0.01,0.04,0.64,0.31
754,0.0,0.06,0.12,0.46,0.36
66,0.05,0.92,0.03,0.0,0.0
1526,0.0,0.08,0.11,0.53,0.28
1391,0.0,0.21,0.26,0.44,0.09
1253,0.01,0.04,0.07,0.82,0.06
2121,0.0,0.22,0.59,0.16,0.03
697,0.0,0.03,0.13,0.43,0.41
900,0.0,0.01,0.11,0.83,0.05
102,0.0,0.01,0.62,0.37,0.0
509,0.14,0.86,0.0,0.0,0.0
315,0.05,0.46,0.44,0.05,0.0
431,0.95,0.04,0.0,0.01,0.0
871,0.57,0.39,0.04,0.0,0.0
2865,0.04,0.24,0.34,0.32,0.06
473,0.0,0.05,0.48,0.47,0.0
1592,0.01,0.07,0.19,0.58,0.15
2669,0.0,0.0,0.0,0.19,0.81
650,0.0,0.06,0.22,0.53,0.19
2738,0.04,0.35,0.45,0.13,0.03
1671,0.0,0.0,0.0,0.52,0.48
775,0.0,0.0,0.03,0.86,0.11
1111,0.04,0.72,0.21,0.03,0.0
1310,0.0,0.0,0.03,0.38,0.59
2662,0.0,0.16,0.26,0.34,0.24
1364,0.0,0.01,0.06,0.42,0.51
634,0.0,0.1,0.35,0.51,0.04
2358,0.01,0.0,0.18,0.77,0.04
2163,0.0,0.17,0.72,0.1,0.01
2307,0.04,0.35,0.47,0.13,0.01
1147,0.09,0.56,0.31,0.04,0.0
1694,0.47,0.49,0.03,0.01,0.0
2397,0.98,0.02,0.0,0.0,0.0
1974,0.0,0.01,0.17,0.42,0.4
1656,0.01,0.2,0.4,0.3,0.09
2174,0.0,0.02,0.11,0.79,0.08
2851,0.0,0.02,0.17,0.42,0.39
1422,0.05,0.34,0.55,0.04,0.02
2875,0.0,0.0,0.0,0.09,0.91
145,0.0,0.02,0.25,0.66,0.07
703,0.0,0.01,0.02,0.24,0.73
1922,0.01,0.02,0.24,0.65,0.08
994,0.02,0.27,0.65,0.06,0.0
195,0.0,0.0,0.02,0.6,0.38
1291,0.0,0.02,0.06,0.42,0.5
380,0.0,0.24,0.56,0.18,0.02
1680,0.0,0.04,0.12,0.66,0.18
295,0.15,0.4,0.19,0.21,0.05
2697,0.0,0.0,0.0,0.16,0.84
981,0.0,0.02,0.12,0.64,0.22
2187,0.0,0.01,0.04,0.27,0.68
2800,0.06,0.76,0.09,0.08,0.01
1265,0.11,0.5,0.27,0.09,0.03
231,0.0,0.01,0.1,0.76,0.13
179,0.04,0.04,0.24,0.56,0.12
1987,0.0,0.0,0.0,0.19,0.81
1109,0.71,0.28,0.01,0.0,0.0
1261,0.0,0.01,0.06,0.72,0.21
2524,0.02,0.25,0.53,0.17,0.03
1468,0.0,0.01,0.01,0.98,0.0
2235,0.0,0.0,0.0,0.13,0.87
457,0.93,0.06,0.01,0.0,0.0
2382,0.97,0.03,0.0,0.0,0.0
2058,0.0,0.0,0.02,0.5,0.48
2926,0.0,0.0,0.01,0.87,0.12
1188,0.0,0.11,0.4,0.4,0.09
2067,0.01,0.02,0.17,0.65,0.15
1196,0.02,0.08,0.07,0.68,0.15
893,0.0,0.0,0.02,0.22,0.76
639,0.01,0.15,0.48,0.28,0.08
2160,0.0,0.07,0.88,0.05,0.0
98,0.0,0.01,0.5,0.48,0.01
1449,0.0,0.1,0.24,0.53,0.13
1211,0.0,0.0,0.11,0.86,0.03
1900,0.0,0.01,0.06,0.6,0.33
515,0.02,0.45,0.53,0.0,0.0
