index,A,B,C,D,E
1685,0.89,0.11,0.0,0.0,0.0
1896,0.03,0.2,0.34,0.36,0.07
1778,0.2,0.74,0.06,0.0,0.0
2038,0.0,0.0,0.01,0.09,0.9
2670,0.0,0.01,0.0,0.15,0.84
1350,0.0,0.01,0.03,0.53,0.43
1440,0.04,0.91,0.05,0.0,0.0
2369,0.0,0.0,0.0,0.03,0.97
161,0.0,0.01,0.03,0.66,0.3
24,0.0,0.0,0.13,0.82,0.05
1548,0.0,0.0,0.0,0.4,0.6
2636,0.0,0.01,0.02,0.28,0.69
1236,0.0,0.0,0.11,0.88,0.01
1583,0.08,0.71,0.2,0.01,0.0
2291,0.0,0.02,0.14,0.78,0.06
2132,0.02,0.72,0.26,0.0,0.0
746,0.0,0.01,0.07,0.52,0.4
1090,0.01,0.72,0.26,0.01,0.0
2511,0.0,0.03,0.28,0.68,0.01
1174,0.01,0.61,0.32,0.05,0.01
502,0.03,0.96,0.01,0.0,0.0
1801,0.04,0.64,0.32,0.0,0.0
375,0.01,0.2,0.67,0.09,0.03
709,0.0,0.0,0.0,0.05,0.95
323,0.03,0.23,0.57,0.14,0.03
2295,0.0,0.02,0.46,0.43,0.09
2454,0.13,0.84,0.03,0.0,0.0
1631,0.0,0.03,0.31,0.65,0.01
632,0.0,0.09,0.42,0.39,0.1
1607,0.0,0.11,0.33,0.54,0.02
1612,0.0,0.06,0.57,0.24,0.13
529,0.05,0.83,0.12,0.0,0.0
592,0.02,0.56,0.35,0.07,0.0
1423,0.0,0.04,0.73,0.22,0.01
2099,0.66,0.32,0.02,0.0,0.0
1863,0.0,0.01,0.17,0.65,0.17
144,0.0,0.0,0.06,0.8,0.14
589,0.12,0.51,0.26,0.11,0.0
673,0.02,0.36,0.4,0.2,0.02
2353,0.21,0.76,0.02,0.01,0.0
789,0.0,0.0,0.03,0.62,0.35
2164,0.0,0.06,0.89,0.05,0.0
531,0.02,0.94,0.04,0.0,0.0
1879,0.0,0.03,0.04,0.2,0.73
2724,0.0,0.15,0.33,0.47,0.05
2812,0.01,0.49,0.49,0.01,0.0
484,0.26,0.69,0.05,0.0,0.0
2420,0.0,0.24,0.75,0.01,0.0
157,0.0,0.04,0.22,0.61,0.13
1453,0.21,0.77,0.02,0.0,0.0
1315,0.01,0.06,0.27,0.53,0.13
1224,0.0,0.0,0.04,0.59,0.37
1141,0.02,0.65,0.31,0.01,0.01
591,0.27,0.66,0.07,0.0,0.0
1921,0.0,0.0,0.02,0.88,0.1
2586,0.0,0.02,0.07,0.52,0.39
1185,0.04,0.19,0.58,0.13,0.06
902,0.0,0.02,0.14,0.57,0.27
128,0.0,0.11,0.21,0.6,0.08
191,0.0,0.0,0.04,0.71,0.25
449,0.55,0.41,0.0,0.04,0.0
2388,0.5,0.48,0.01,0.01,0.0
1956,0.0,0.0,0.04,0.48,0.48
95,0.0,0.01,0.16,0.83,0.0
1684,0.96,0.04,0.0,0.0,0.0
1881,0.0,0.0,0.04,0.75,0.21
849,0.01,0.39,0.58,0.01,0.01
2521,0.01,0.67,0.24,0.06,0.02
2037,0.0,0.03,0.05,0.47,0.45
1298,0.0,0.0,0.01,0.11,0.88
1208,0.0,0.05,0.63,0.28,0.04
2790,0.0,0.52,0.48,0.0,0.0
2723,0.0,0.0,0.03,0.36,0.61
1410,0.0,0.21,0.25,0.5,0.04
1846,0.0,0.05,0.89,0.06,0.0
1034,0.0,0.0,0.46,0.5,0.04
2765,0.0,0.1,0.22,0.56,0.12
967,1.0,0.0,0.0,0.0,0.0
2372,0.0,0.0,0.0,0.06,0.94
1120,0.01,0.73,0.26,0.0,0.0
1937,0.0,0.0,0.05,0.68,0.27
951,0.0,0.08,0.37,0.5,0.05
1903,0.0,0.0,0.0,0.06,0.94
2088,0.0,0.02,0.08,0.44,0.46
2221,0.04,0.17,0.51,0.24,0.04
2890,0.23,0.26,0.25,0.23,0.03
1533,0.01,0.24,0.47,0.23,0.05
1571,0.04,0.5,0.4,0.06,0.0
2287,0.0,0.0,0.0,0.02,0.98
378,0.01,0.15,0.62,0.19,0.03
2082,0.0,0.18,0.19,0.4,0.23
1294,0.01,0.06,0.14,0.54,0.25
1445,0.0,0.01,0.1,0.73,0.16
2263,0.07,0.93,0.0,0.0,0.0
2192,0.0,0.01,0.02,0.5,0.47
247,0.02,0.9,0.08,0.0,0.0
1263,0.0,0.0,0.29,0.53,0.18
2310,0.01,0.06,0.8,0.12,0.01
2602,0.01,0.11,0.21,0.48,0.19
1040,0.0,0.0,0.0,0.02,0.98
1672,0.01,0.04,0.1,0.53,0.32
626,0.05,0.31,0.52,0.1,0.02
1635,0.96,0.04,0.0,0.0,0.0
1052,0.99,0.01,0.0,0.0,0.0
2334,0.96,0.04,0.0,0.0,0.0
1069,0.77,0.22,0.01,0.0,0.0
130,0.0,0.0,0.01,0.36,0.63
2045,0.06,0.54,0.15,0.14,0.11
2677,0.0,0.0,0.01,0.31,0.68
1929,0.0,0.0,0.01,0.61,0.38
1530,0.0,0.23,0.34,0.33,0.1
1361,0.0,0.16,0.27,0.44,0.13
1698,0.08,0.92,0.0,0.0,0.0
2643,0.01,0.0,0.0,0.19,0.8
1832,0.59,0.36,0.03,0.02,0.0
163,0.0,0.01,0.11,0.74,0.14
839,0.07,0.48,0.32,0.13,0.0
2928,0.0,0.1,0.58,0.2,0.12
1359,0.0,0.0,0.02,0.1,0.88
2600,0.0,0.0,0.09,0.62,0.29
519,0.03,0.49,0.48,0.0,0.0
918,0.07,0.47,0.23,0.16,0.07
2891,0.29,0.64,0.04,0.03,0.0
2289,0.0,0.0,0.0,0.07,0.93
516,0.0,0.46,0.38,0.15,0.01
1554,0.0,0.0,0.02,0.12,0.86
296,0.43,0.51,0.05,0.01,0.0
1064,0.89,0.11,0.0,0.0,0.0
728,0.06,0.28,0.32,0.25,0.09
1195,0.01,0.02,0.04,0.74,0.19
2768,0.0,0.01,0.1,0.79,0.1
546,0.01,0.22,0.7,0.07,0.0
389,0.01,0.02,0.45,0.46,0.06
2526,0.0,0.06,0.53,0.38,0.03
2929,0.07,0.76,0.13,0.04,0.0
2550,0.0,0.0,0.13,0.73,0.14
2010,0.0,0.0,0.04,0.33,0.63
1960,0.0,0.01,0.07,0.58,0.34
2249,0.0,0.0,0.06,0.77,0.17
81,0.0,0.01,0.55,0.37,0.07
2581,0.01,0.0,0.07,0.78,0.14
2729,0.0,0.0,0.11,0.67,0.22
466,0.0,0.01,0.96,0.03,0.0
1750,0.0,0.14,0.85,0.01,0.0
610,0.0,0.03,0.53,0.41,0.03
2473,0.0,0.01,0.25,0.71,0.03
2395,0.91,0.07,0.0,0.02,0.0
1435,0.02,0.73,0.19,0.06,0.0
2227,0.01,0.02,0.25,0.55,0.17
1244,0.0,0.0,0.0,0.91,0.09
2877,0.0,0.06,0.08,0.64,0.22
238,0.0,0.04,0.12,0.46,0.38
1601,0.0,0.0,0.08,0.54,0.38
1043,0.0,0.0,0.0,0.0,1.0
1768,0.0,0.96,0.03,0.0,0.01
1997,0.04,0.26,0.33,0.33,0.04
2629,0.0,0.0,0.01,0.88,0.11
1905,0.02,0.18,0.55,0.25,0.0
1493,0.0,0.11,0.84,0.05,0.0
1616,0.0,0.03,0.91,0.04,0.02
2022,0.01,0.26,0.24,0.43,0.06
737,0.0,0.0,0.0,0.13,0.87
1862,0.02,0.95,0.02,0.01,0.0
682,0.0,0.0,0.01,0.16,0.83
1841,0.0,0.0,0.73,0.27,0.0
129,0.0,0.02,0.02,0.33,0.63
1909,0.01,0.02,0.35,0.55,0.07
2000,0.0,0.09,0.28,0.44,0.19
1269,0.0,0.02,0.12,0.71,0.15
2759,0.6,0.4,0.0,0.0,0.0
2798,0.05,0.86,0.08,0.01,0.0
950,0.0,0.0,0.08,0.8,0.12
837,0.03,0.55,0.34,0.07,0.01
1966,0.0,0.03,0.3,0.6,0.07
2494,0.0,0.0,0.01,0.65,0.34
1317,0.0,0.01,0.16,0.47,0.36
1675,0.0,0.0,0.0,0.02,0.98
2016,0.0,0.0,0.01,0.45,0.54
2273,0.07,0.38,0.31,0.2,0.04
1060,0.93,0.07,0.0,0.0,0.0
1151,0.0,0.0,0.05,0.72,0.23
2212,0.0,0.06,0.18,0.37,0.39
681,0.0,0.0,0.04,0.77,0.19
1079,0.0,0.51,0.45,0.03,0.01
2619,0.0,0.03,0.07,0.75,0.15
2209,0.0,0.1,0.17,0.58,0.15
908,0.0,0.02,0.19,0.56,0.23
532,0.0,0.4,0.57,0.02,0.01
2197,0.0,0.0,0.0,0.04,0.96
1097,0.0,0.07,0.9,0.03,0.0
2876,0.0,0.0,0.0,0.1,0.9
2652,0.0,0.02,0.06,0.6,0.32
1995,0.0,0.04,0.07,0.53,0.36
33,0.0,0.04,0.11,0.83,0.02
1057,0.94,0.06,0.0,0.0,0.0
1980,0.0,0.02,0.02,0.28,0.68
322,0.0,0.04,0.28,0.55,0.13
2712,0.0,0.0,0.14,0.78,0.08
1615,0.0,0.16,0.84,0.0,0.0
1062,0.91,0.09,0.0,0.0,0.0
321,0.79,0.19,0.01,0.01,0.0
477,0.0,0.16,0.83,0.01,0.0
2191,0.0,0.0,0.0,0.38,0.62
2226,0.04,0.42,0.22,0.28,0.04
1632,0.03,0.63,0.19,0.15,0.0
1222,0.0,0.0,0.0,0.04,0.96
234,0.0,0.17,0.31,0.43,0.09
540,0.0,0.0,0.01,0.75,0.24
1270,0.0,0.03,0.11,0.72,0.14
1439,0.01,0.65,0.34,0.0,0.0
2569,0.0,0.0,0.0,0.73,0.27
143,0.0,0.0,0.03,0.66,0.31
505,0.0,0.73,0.27,0.0,0.0
2253,0.01,0.0,0.09,0.54,0.36
1326,0.0,0.01,0.01,0.35,0.63
731,0.0,0.02,0.22,0.46,0.3
2501,0.89,0.11,0.0,0.0,0.0
2775,0.04,0.79,0.15,0.01,0.01
818,0.73,0.22,0.03,0.02,0.0
2539,0.0,0.0,0.11,0.81,0.08
2046,0.0,0.0,0.01,0.33,0.66
442,0.82,0.18,0.0,0.0,0.0
1343,0.0,0.0,0.03,0.09,0.88
1693,0.99,0.01,0.0,0.0,0.0
2153,0.07,0.72,0.2,0.01,0.0
2819,0.0,0.01,0.03,0.66,0.3
1888,0.0,0.0,0.07,0.6,0.33
436,0.76,0.22,0.02,0.0,0.0
2628,0.0,0.0,0.01,0.9,0.09
915,0.0,0.29,0.2,0.38,0.13
2709,0.0,0.03,0.39,0.53,0.05
2014,0.0,0.0,0.03,0.3,0.67
1505,0.0,0.0,0.01,0.18,0.81
1130,0.01,0.63,0.34,0.02,0.0
2635,0.0,0.13,0.28,0.41,0.18
2599,0.0,0.0,0.0,0.06,0.94
1751,0.0,0.01,0.82,0.17,0.0
760,0.0,0.01,0.06,0.53,0.4
435,0.95,0.05,0.0,0.0,0.0
2912,0.0,0.07,0.17,0.72,0.04
1906,0.0,0.0,0.02,0.77,0.21
657,0.0,0.0,0.01,0.23,0.76
7,0.01,0.1,0.86,0.03,0.0
1248,0.0,0.35,0.22,0.41,0.02
2919,0.0,0.0,0.0,0.0,1.0
685,0.0,0.01,0.13,0.43,0.43
486,0.0,0.06,0.8,0.13,0.01
461,0.03,0.82,0.14,0.01,0.0
569,0.01,0.33,0.44,0.21,0.01
65,0.89,0.1,0.01,0.0,0.0
2503,0.44,0.55,0.01,0.0,0.0
362,0.0,0.04,0.36,0.6,0.0
1945,0.12,0.29,0.23,0.26,0.1
2577,0.0,0.0,0.13,0.78,0.09
2211,0.01,0.17,0.44,0.34,0.04
1206,0.0,0.0,0.0,0.18,0.82
2673,0.0,0.08,0.2,0.62,0.1
2089,0.02,0.34,0.44,0.18,0.02
395,0.0,0.01,0.0,0.69,0.3
455,0.0,0.85,0.15,0.0,0.0
1515,0.0,0.03,0.05,0.38,0.54
488,0.01,0.04,0.95,0.0,0.0
1345,0.01,0.23,0.25,0.46,0.05
884,0.0,0.05,0.09,0.31,0.55
2238,0.0,0.0,0.06,0.37,0.57
1659,0.02,0.19,0.7,0.08,0.01
222,0.0,0.0,0.04,0.82,0.14
2672,0.02,0.24,0.27,0.31,0.16
218,0.0,0.01,0.03,0.92,0.04
777,0.0,0.05,0.34,0.4,0.21
616,0.01,0.17,0.47,0.29,0.06
2092,0.37,0.51,0.09,0.03,0.0
2745,0.0,0.03,0.08,0.7,0.19
598,0.0,0.01,0.74,0.21,0.04
160,0.21,0.4,0.26,0.11,0.02
996,0.0,0.04,0.92,0.02,0.02
2394,0.89,0.11,0.0,0.0,0.0
1183,0.34,0.51,0.09,0.03,0.03
483,0.03,0.95,0.02,0.0,0.0
2872,0.0,0.0,0.0,0.19,0.81
432,1.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.13,0.87
758,0.0,0.03,0.04,0.46,0.47
2502,0.04,0.93,0.03,0.0,0.0
1782,0.63,0.37,0.0,0.0,0.0
2390,0.63,0.37,0.0,0.0,0.0
559,0.0,0.0,0.01,0.84,0.15
2818,0.0,0.0,0.07,0.49,0.44
437,0.56,0.43,0.01,0.0,0.0
2592,0.05,0.37,0.29,0.25,0.04
2181,0.67,0.06,0.2,0.07,0.0
326,0.0,0.0,0.0,0.02,0.98
1226,0.01,0.13,0.27,0.53,0.06
2064,0.0,0.06,0.25,0.62,0.07
2764,0.01,0.23,0.32,0.3,0.14
1036,0.0,0.0,0.01,0.83,0.16
64,0.03,0.43,0.49,0.05,0.0
445,0.31,0.66,0.03,0.0,0.0
197,0.0,0.0,0.01,0.59,0.4
642,0.0,0.0,0.02,0.84,0.14
1991,0.0,0.01,0.05,0.59,0.35
823,0.0,0.75,0.25,0.0,0.0
1634,0.06,0.42,0.52,0.0,0.0
1156,0.0,0.08,0.48,0.4,0.04
141,0.01,0.2,0.35,0.39,0.05
1696,0.82,0.17,0.01,0.0,0.0
2811,0.0,0.78,0.22,0.0,0.0
2804,0.11,0.87,0.01,0.01,0.0
2544,0.04,0.13,0.33,0.43,0.07
2347,0.12,0.52,0.33,0.03,0.0
1012,0.95,0.05,0.0,0.0,0.0
132,0.0,0.04,0.31,0.62,0.03
922,0.0,0.0,0.1,0.54,0.36
16,0.03,0.35,0.42,0.17,0.03
1574,0.61,0.38,0.01,0.0,0.0
1044,0.0,0.0,0.0,0.0,1.0
1288,0.18,0.35,0.19,0.26,0.02
2487,0.0,0.03,0.02,0.44,0.51
1568,0.01,0.02,0.08,0.71,0.18
1275,0.0,0.02,0.05,0.36,0.57
1460,0.52,0.46,0.01,0.01,0.0
2785,0.0,0.0,0.0,0.37,0.63
1519,0.0,0.09,0.28,0.41,0.22
1669,0.0,0.0,0.0,0.33,0.67
1295,0.02,0.04,0.17,0.32,0.45
2579,0.0,0.0,0.18,0.75,0.07
1920,0.0,0.06,0.27,0.56,0.11
1303,0.0,0.0,0.0,0.19,0.81
1761,0.95,0.05,0.0,0.0,0.0
857,0.0,0.01,0.29,0.5,0.2
584,0.0,0.02,0.55,0.4,0.03
864,0.22,0.75,0.03,0.0,0.0
1132,0.01,0.6,0.37,0.02,0.0
1813,0.07,0.88,0.05,0.0,0.0
1192,0.0,0.0,0.41,0.55,0.04
2748,0.02,0.68,0.3,0.0,0.0
1804,0.36,0.54,0.04,0.06,0.0
1611,0.0,0.41,0.42,0.17,0.0
444,0.45,0.53,0.02,0.0,0.0
2379,0.93,0.07,0.0,0.0,0.0
1420,0.04,0.93,0.03,0.0,0.0
1214,0.0,0.0,0.02,0.86,0.12
2836,0.0,0.0,0.05,0.39,0.56
94,0.0,0.29,0.55,0.16,0.0
1323,0.0,0.0,0.0,0.5,0.5
596,0.03,0.53,0.33,0.1,0.01
1662,0.0,0.0,0.03,0.34,0.63
398,0.0,0.0,0.01,0.53,0.46
631,0.01,0.14,0.46,0.37,0.02
1367,0.0,0.01,0.01,0.29,0.69
139,0.03,0.91,0.06,0.0,0.0
2051,0.0,0.0,0.0,0.73,0.27
2281,0.01,0.08,0.11,0.71,0.09
714,0.0,0.0,0.0,0.2,0.8
2432,0.0,0.31,0.65,0.04,0.0
151,0.0,0.01,0.03,0.73,0.23
1169,0.49,0.39,0.09,0.02,0.01
1766,0.21,0.77,0.01,0.01,0.0
2516,0.18,0.74,0.06,0.02,0.0
548,0.0,0.21,0.54,0.25,0.0
125,0.01,0.14,0.12,0.49,0.24
1121,0.02,0.56,0.42,0.0,0.0
2807,0.02,0.69,0.25,0.04,0.0
2202,0.0,0.0,0.13,0.51,0.36
2478,0.0,0.12,0.76,0.12,0.0
1061,0.28,0.69,0.02,0.01,0.0
2117,0.03,0.45,0.34,0.17,0.01
1734,0.0,0.01,0.82,0.17,0.0
2284,0.0,0.01,0.11,0.7,0.18
2852,0.0,0.0,0.04,0.38,0.58
701,0.0,0.04,0.08,0.7,0.18
2264,0.0,0.04,0.84,0.11,0.01
892,0.0,0.01,0.02,0.96,0.01
288,0.0,0.02,0.19,0.59,0.2
359,0.01,0.01,0.56,0.39,0.03
2809,0.0,0.06,0.94,0.0,0.0
2517,0.01,0.06,0.47,0.42,0.04
2002,0.0,0.0,0.02,0.3,0.68
796,0.02,0.02,0.25,0.57,0.14
2009,0.0,0.0,0.02,0.38,0.6
1743,0.14,0.59,0.25,0.02,0.0
2463,0.05,0.93,0.0,0.02,0.0
1204,0.0,0.01,0.01,0.27,0.71
694,0.0,0.03,0.14,0.54,0.29
1919,0.0,0.0,0.01,0.93,0.06
734,0.01,0.0,0.02,0.3,0.67
1023,0.0,0.08,0.51,0.37,0.04
1352,0.01,0.08,0.15,0.57,0.19
2908,0.0,0.0,0.01,0.13,0.86
1964,0.0,0.0,0.02,0.85,0.13
2923,0.0,0.05,0.34,0.56,0.05
2217,0.0,0.01,0.06,0.6,0.33
1293,0.0,0.04,0.16,0.51,0.29
2737,0.22,0.53,0.12,0.12,0.01
795,0.0,0.04,0.1,0.74,0.12
738,0.0,0.0,0.0,0.2,0.8
10,0.0,0.07,0.92,0.01,0.0
1369,0.0,0.0,0.01,0.25,0.74
2348,0.01,0.41,0.47,0.1,0.01
0,0.01,0.3,0.26,0.39,0.04
525,0.06,0.93,0.0,0.01,0.0
360,0.0,0.03,0.82,0.14,0.01
2917,0.0,0.0,0.0,0.0,1.0
2915,0.0,0.0,0.21,0.74,0.05
248,0.0,0.05,0.07,0.85,0.03
1089,0.0,0.17,0.83,0.0,0.0
2078,0.07,0.57,0.21,0.13,0.02
1654,0.0,0.14,0.7,0.13,0.03
1882,0.0,0.0,0.03,0.8,0.17
836,0.0,0.01,0.03,0.87,0.09
1046,0.0,0.0,0.06,0.87,0.07
848,0.01,0.94,0.05,0.0,0.0
1577,0.0,0.04,0.76,0.18,0.02
1490,0.0,0.01,0.26,0.68,0.05
2036,0.0,0.16,0.21,0.5,0.13
2344,0.15,0.45,0.34,0.04,0.02
2035,0.08,0.28,0.35,0.24,0.05
1815,0.0,0.0,0.07,0.52,0.41
985,0.0,0.02,0.34,0.55,0.09
447,0.86,0.13,0.01,0.0,0.0
258,0.01,0.3,0.63,0.06,0.0
1986,0.0,0.01,0.14,0.45,0.4
1177,0.44,0.43,0.07,0.06,0.0
558,0.0,0.0,0.01,0.68,0.31
1614,0.3,0.55,0.13,0.02,0.0
1996,0.0,0.0,0.09,0.51,0.4
269,0.0,0.0,0.0,1.0,0.0
70,0.04,0.83,0.13,0.0,0.0
1436,0.0,0.2,0.78,0.02,0.0
417,0.01,0.01,0.03,0.45,0.5
816,0.09,0.86,0.04,0.0,0.01
2373,0.0,0.0,0.09,0.77,0.14
485,0.0,0.84,0.15,0.01,0.0
749,0.0,0.06,0.02,0.64,0.28
2247,0.0,0.03,0.57,0.35,0.05
111,0.14,0.83,0.03,0.0,0.0
50,0.0,0.01,0.76,0.22,0.01
1451,0.0,0.0,0.0,0.35,0.65
2177,0.0,0.0,0.14,0.77,0.09
2509,0.0,0.0,0.1,0.9,0.0
1855,0.02,0.32,0.5,0.11,0.05
743,0.0,0.0,0.0,0.09,0.91
1077,0.0,0.0,0.76,0.23,0.01
2881,0.0,0.01,0.0,0.26,0.73
797,0.0,0.0,0.02,0.42,0.56
51,0.0,0.06,0.91,0.03,0.0
103,0.0,0.01,0.12,0.84,0.03
1739,0.0,0.01,0.88,0.11,0.0
2486,0.0,0.08,0.15,0.58,0.19
612,0.0,0.08,0.33,0.54,0.05
137,0.05,0.77,0.13,0.04,0.01
753,0.0,0.0,0.03,0.36,0.61
2023,0.0,0.06,0.1,0.59,0.25
1403,0.0,0.03,0.38,0.55,0.04
1857,0.08,0.31,0.43,0.18,0.0
2434,0.05,0.8,0.14,0.01,0.0
86,0.0,0.0,0.0,0.34,0.66
861,0.0,0.0,0.07,0.77,0.16
1274,0.0,0.0,0.01,0.42,0.57
1827,0.17,0.78,0.04,0.01,0.0
842,0.0,0.5,0.48,0.02,0.0
1335,0.0,0.02,0.06,0.23,0.69
2024,0.0,0.03,0.02,0.52,0.43
2354,0.03,0.22,0.62,0.13,0.0
2052,0.01,0.03,0.12,0.76,0.08
890,0.0,0.0,0.19,0.74,0.07
992,0.0,0.07,0.91,0.02,0.0
964,0.12,0.7,0.15,0.03,0.0
619,0.0,0.0,0.01,0.85,0.14
1318,0.02,0.1,0.19,0.25,0.44
462,0.0,0.15,0.83,0.02,0.0
1824,0.0,0.0,0.0,0.95,0.05
959,0.96,0.02,0.01,0.01,0.0
2683,0.0,0.0,0.0,0.02,0.98
2740,0.0,0.01,0.0,0.8,0.19
2924,0.0,0.05,0.38,0.44,0.13
2746,0.02,0.19,0.67,0.12,0.0
1539,0.09,0.61,0.21,0.08,0.01
2642,0.01,0.02,0.05,0.22,0.7
517,0.03,0.51,0.46,0.0,0.0
2166,0.0,0.02,0.89,0.05,0.04
858,0.0,0.0,0.03,0.69,0.28
1395,0.01,0.11,0.4,0.4,0.08
1780,0.99,0.01,0.0,0.0,0.0
1779,0.03,0.94,0.03,0.0,0.0
2584,0.0,0.01,0.02,0.75,0.22
556,0.01,0.0,0.04,0.77,0.18
2298,0.0,0.12,0.23,0.5,0.15
919,0.0,0.18,0.34,0.36,0.12
1202,0.02,0.1,0.19,0.57,0.12
2175,0.0,0.0,0.32,0.64,0.04
1131,0.02,0.01,0.12,0.49,0.36
745,0.0,0.01,0.08,0.69,0.22
754,0.0,0.04,0.08,0.53,0.35
66,0.04,0.93,0.03,0.0,0.0
1526,0.0,0.0,0.19,0.49,0.32
1391,0.0,0.06,0.34,0.51,0.09
1253,0.0,0.02,0.09,0.78,0.11
2121,0.0,0.19,0.55,0.26,0.0
697,0.0,0.02,0.07,0.49,0.42
900,0.0,0.01,0.14,0.81,0.04
102,0.0,0.02,0.62,0.36,0.0
509,0.18,0.82,0.0,0.0,0.0
315,0.03,0.48,0.46,0.02,0.01
431,0.94,0.05,0.0,0.01,0.0
871,0.41,0.57,0.02,0.0,0.0
2865,0.02,0.25,0.3,0.39,0.04
473,0.0,0.03,0.46,0.5,0.01
1592,0.0,0.03,0.13,0.69,0.15
2669,0.0,0.0,0.01,0.13,0.86
650,0.01,0.07,0.24,0.42,0.26
2738,0.01,0.32,0.45,0.2,0.02
1671,0.0,0.0,0.0,0.39,0.61
775,0.0,0.0,0.0,0.92,0.08
1111,0.09,0.73,0.16,0.02,0.0
1310,0.0,0.0,0.03,0.39,0.58
2662,0.0,0.12,0.35,0.36,0.17
1364,0.0,0.0,0.03,0.43,0.54
634,0.01,0.09,0.34,0.48,0.08
2358,0.0,0.02,0.15,0.75,0.08
2163,0.0,0.09,0.77,0.14,0.0
2307,0.04,0.31,0.34,0.27,0.04
1147,0.03,0.55,0.42,0.0,0.0
1694,0.57,0.39,0.03,0.01,0.0
2397,0.98,0.02,0.0,0.0,0.0
1974,0.0,0.01,0.08,0.45,0.46
1656,0.01,0.17,0.46,0.23,0.13
2174,0.0,0.0,0.21,0.69,0.1
2851,0.01,0.05,0.1,0.55,0.29
1422,0.01,0.38,0.56,0.04,0.01
2875,0.0,0.0,0.0,0.04,0.96
145,0.0,0.0,0.35,0.57,0.08
703,0.0,0.0,0.04,0.34,0.62
1922,0.0,0.01,0.29,0.67,0.03
994,0.0,0.22,0.7,0.08,0.0
195,0.0,0.01,0.02,0.59,0.38
1291,0.0,0.0,0.04,0.5,0.46
380,0.01,0.26,0.64,0.05,0.04
1680,0.0,0.02,0.08,0.67,0.23
295,0.15,0.54,0.14,0.14,0.03
2697,0.0,0.0,0.0,0.33,0.67
981,0.0,0.04,0.1,0.58,0.28
2187,0.0,0.01,0.01,0.13,0.85
2800,0.03,0.94,0.03,0.0,0.0
1265,0.15,0.47,0.28,0.09,0.01
231,0.0,0.04,0.12,0.64,0.2
179,0.0,0.09,0.14,0.6,0.17
1987,0.0,0.0,0.02,0.06,0.92
1109,0.71,0.29,0.0,0.0,0.0
1261,0.0,0.0,0.11,0.71,0.18
2524,0.07,0.17,0.54,0.18,0.04
1468,0.0,0.0,0.0,1.0,0.0
2235,0.0,0.0,0.0,0.08,0.92
457,0.93,0.07,0.0,0.0,0.0
2382,0.93,0.07,0.0,0.0,0.0
2058,0.0,0.0,0.0,0.38,0.62
2926,0.0,0.0,0.05,0.65,0.3
1188,0.0,0.11,0.54,0.3,0.05
2067,0.0,0.04,0.15,0.6,0.21
1196,0.01,0.07,0.07,0.66,0.19
893,0.0,0.0,0.0,0.09,0.91
639,0.03,0.15,0.48,0.26,0.08
2160,0.0,0.1,0.87,0.03,0.0
98,0.01,0.01,0.35,0.6,0.03
1449,0.01,0.07,0.33,0.45,0.14
1211,0.0,0.0,0.14,0.79,0.07
1900,0.0,0.0,0.03,0.58,0.39
515,0.02,0.46,0.5,0.01,0.01
