index,A,B,C,D,E
2503,0.0,0.0,0.0,1.0,0.0
362,0.0,1.0,0.0,0.0,0.0
1945,0.0,0.0,1.0,0.0,0.0
2577,0.0,0.0,1.0,0.0,0.0
2211,1.0,0.0,0.0,0.0,0.0
1206,0.0,0.0,0.0,0.0,1.0
2673,0.0,1.0,0.0,0.0,0.0
2089,0.0,0.0,1.0,0.0,0.0
395,0.0,1.0,0.0,0.0,0.0
455,0.0,0.0,0.0,0.0,1.0
1515,0.0,0.0,0.0,1.0,0.0
488,1.0,0.0,0.0,0.0,0.0
1345,0.0,0.0,0.0,0.0,1.0
884,0.0,1.0,0.0,0.0,0.0
2238,0.0,1.0,0.0,0.0,0.0
1659,1.0,0.0,0.0,0.0,0.0
222,0.0,0.0,1.0,0.0,0.0
2672,0.0,1.0,0.0,0.0,0.0
218,0.0,0.0,0.0,1.0,0.0
777,0.0,0.0,1.0,0.0,0.0
616,1.0,0.0,0.0,0.0,0.0
2092,0.0,0.0,0.0,1.0,0.0
2745,0.0,0.0,1.0,0.0,0.0
598,0.0,0.0,0.0,1.0,0.0
160,0.0,0.0,0.0,0.0,1.0
996,0.0,0.0,1.0,0.0,0.0
2394,1.0,0.0,0.0,0.0,0.0
1183,0.0,0.0,0.0,1.0,0.0
483,0.0,0.0,0.0,1.0,0.0
2872,0.0,0.0,0.0,0.0,1.0
432,0.0,0.0,0.0,1.0,0.0
194,0.0,0.0,0.0,0.0,1.0
758,0.0,0.0,1.0,0.0,0.0
2502,0.0,0.0,1.0,0.0,0.0
1782,0.0,0.0,0.0,1.0,0.0
2390,0.0,0.0,0.0,1.0,0.0
559,1.0,0.0,0.0,0.0,0.0
2818,0.0,0.0,0.0,0.0,1.0
437,0.0,0.0,1.0,0.0,0.0
2592,0.0,0.0,0.0,1.0,0.0
2181,0.0,0.0,1.0,0.0,0.0
326,0.0,0.0,0.0,1.0,0.0
1226,0.0,0.0,1.0,0.0,0.0
2064,0.0,0.0,0.0,0.0,1.0
2764,0.0,1.0,0.0,0.0,0.0
1036,1.0,0.0,0.0,0.0,0.0
64,0.0,0.0,1.0,0.0,0.0
445,0.0,1.0,0.0,0.0,0.0
197,1.0,0.0,0.0,0.0,0.0
642,0.0,0.0,0.0,1.0,0.0
1991,0.0,1.0,0.0,0.0,0.0
823,0.0,0.0,0.0,0.0,1.0
1634,0.0,0.0,0.0,1.0,0.0
1156,0.0,0.0,0.0,1.0,0.0
141,0.0,0.0,0.0,1.0,0.0
1696,0.0,0.0,0.0,1.0,0.0
2811,1.0,0.0,0.0,0.0,0.0
2804,1.0,0.0,0.0,0.0,0.0
2544,0.0,0.0,0.0,1.0,0.0
2347,0.0,1.0,0.0,0.0,0.0
1012,0.0,0.0,1.0,0.0,0.0
132,0.0,0.0,0.0,0.0,1.0
922,0.0,0.0,1.0,0.0,0.0
16,1.0,0.0,0.0,0.0,0.0
1574,1.0,0.0,0.0,0.0,0.0
1044,1.0,0.0,0.0,0.0,0.0
1288,0.0,0.0,0.0,1.0,0.0
2487,1.0,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,1.0,0.0
1275,0.0,1.0,0.0,0.0,0.0
1460,0.0,1.0,0.0,0.0,0.0
2785,0.0,0.0,0.0,1.0,0.0
1519,0.0,0.0,0.0,1.0,0.0
1669,1.0,0.0,0.0,0.0,0.0
1295,1.0,0.0,0.0,0.0,0.0
2579,0.0,0.0,0.0,0.0,1.0
1920,1.0,0.0,0.0,0.0,0.0
1303,0.0,0.0,0.0,1.0,0.0
1761,0.0,0.0,0.0,0.0,1.0
857,0.0,1.0,0.0,0.0,0.0
584,0.0,0.0,1.0,0.0,0.0
864,1.0,0.0,0.0,0.0,0.0
1132,0.0,1.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0,1.0
1192,0.0,0.0,0.0,1.0,0.0
2748,0.0,1.0,0.0,0.0,0.0
1804,0.0,1.0,0.0,0.0,0.0
1611,0.0,0.0,0.0,0.0,1.0
444,0.0,0.0,0.0,1.0,0.0
2379,0.0,0.0,0.0,0.0,1.0
1420,0.0,0.0,1.0,0.0,0.0
1214,0.0,0.0,0.0,1.0,0.0
2836,0.0,0.0,0.0,0.0,1.0
94,0.0,0.0,0.0,0.0,1.0
1323,0.0,0.0,1.0,0.0,0.0
596,0.0,0.0,0.0,0.0,1.0
1662,0.0,1.0,0.0,0.0,0.0
398,0.0,1.0,0.0,0.0,0.0
631,0.0,0.0,1.0,0.0,0.0
1367,1.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,1.0,0.0
2051,0.0,0.0,0.0,0.0,1.0
2281,0.0,0.0,0.0,0.0,1.0
714,0.0,0.0,0.0,1.0,0.0
2432,0.0,0.0,0.0,0.0,1.0
151,1.0,0.0,0.0,0.0,0.0
1169,0.0,0.0,1.0,0.0,0.0
1766,0.0,1.0,0.0,0.0,0.0
2516,0.0,1.0,0.0,0.0,0.0
548,0.0,0.0,0.0,1.0,0.0
125,0.0,0.0,0.0,0.0,1.0
1121,0.0,0.0,0.0,1.0,0.0
2807,0.0,0.0,1.0,0.0,0.0
2202,1.0,0.0,0.0,0.0,0.0
2478,1.0,0.0,0.0,0.0,0.0
1061,0.0,0.0,0.0,1.0,0.0
2117,0.0,0.0,0.0,1.0,0.0
1734,0.0,0.0,1.0,0.0,0.0
2284,1.0,0.0,0.0,0.0,0.0
2852,0.0,0.0,1.0,0.0,0.0
701,0.0,0.0,0.0,0.0,1.0
2264,0.0,0.0,0.0,1.0,0.0
892,0.0,0.0,1.0,0.0,0.0
288,0.0,0.0,0.0,0.0,1.0
359,0.0,1.0,0.0,0.0,0.0
2809,0.0,0.0,0.0,1.0,0.0
2517,0.0,0.0,0.0,1.0,0.0
2002,1.0,0.0,0.0,0.0,0.0
796,1.0,0.0,0.0,0.0,0.0
2009,0.0,0.0,1.0,0.0,0.0
1743,0.0,0.0,0.0,0.0,1.0
2463,0.0,1.0,0.0,0.0,0.0
1204,0.0,0.0,0.0,0.0,1.0
694,0.0,0.0,0.0,0.0,1.0
1919,0.0,0.0,0.0,1.0,0.0
734,1.0,0.0,0.0,0.0,0.0
1023,0.0,0.0,1.0,0.0,0.0
1352,0.0,0.0,0.0,0.0,1.0
2908,0.0,0.0,0.0,1.0,0.0
1964,0.0,0.0,0.0,1.0,0.0
2923,0.0,0.0,1.0,0.0,0.0
2217,1.0,0.0,0.0,0.0,0.0
1293,0.0,1.0,0.0,0.0,0.0
2737,0.0,0.0,0.0,1.0,0.0
795,0.0,0.0,1.0,0.0,0.0
738,0.0,0.0,0.0,1.0,0.0
10,0.0,0.0,0.0,0.0,1.0
1369,0.0,1.0,0.0,0.0,0.0
2348,0.0,0.0,1.0,0.0,0.0
0,0.0,1.0,0.0,0.0,0.0
525,0.0,0.0,0.0,0.0,1.0
360,0.0,0.0,0.0,1.0,0.0
2917,0.0,0.0,0.0,0.0,1.0
2915,0.0,0.0,1.0,0.0,0.0
248,1.0,0.0,0.0,0.0,0.0
1089,0.0,0.0,0.0,0.0,1.0
2078,1.0,0.0,0.0,0.0,0.0
1654,0.0,1.0,0.0,0.0,0.0
1882,0.0,0.0,0.0,0.0,1.0
836,1.0,0.0,0.0,0.0,0.0
1046,0.0,0.0,0.0,0.0,1.0
848,1.0,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,1.0,0.0
1490,1.0,0.0,0.0,0.0,0.0
2036,0.0,0.0,0.0,0.0,1.0
2344,1.0,0.0,0.0,0.0,0.0
2035,1.0,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,1.0,0.0
985,0.0,0.0,0.0,1.0,0.0
447,0.0,1.0,0.0,0.0,0.0
258,0.0,0.0,0.0,1.0,0.0
1986,0.0,0.0,0.0,0.0,1.0
1177,0.0,0.0,0.0,0.0,1.0
558,0.0,0.0,0.0,1.0,0.0
1614,0.0,1.0,0.0,0.0,0.0
1996,0.0,0.0,0.0,0.0,1.0
269,0.0,0.0,1.0,0.0,0.0
70,1.0,0.0,0.0,0.0,0.0
1436,0.0,0.0,1.0,0.0,0.0
417,0.0,0.0,0.0,1.0,0.0
816,1.0,0.0,0.0,0.0,0.0
2373,0.0,0.0,0.0,0.0,1.0
485,0.0,0.0,0.0,1.0,0.0
749,0.0,0.0,0.0,1.0,0.0
2247,0.0,0.0,0.0,1.0,0.0
111,0.0,0.0,1.0,0.0,0.0
50,0.0,0.0,0.0,0.0,1.0
1451,0.0,1.0,0.0,0.0,0.0
2177,0.0,0.0,0.0,1.0,0.0
2509,0.0,1.0,0.0,0.0,0.0
1855,0.0,1.0,0.0,0.0,0.0
743,0.0,0.0,0.0,0.0,1.0
1077,0.0,1.0,0.0,0.0,0.0
2881,0.0,0.0,0.0,0.0,1.0
797,1.0,0.0,0.0,0.0,0.0
51,0.0,1.0,0.0,0.0,0.0
103,0.0,0.0,1.0,0.0,0.0
1739,0.0,0.0,0.0,1.0,0.0
2486,0.0,1.0,0.0,0.0,0.0
612,0.0,0.0,0.0,1.0,0.0
137,0.0,0.0,0.0,1.0,0.0
753,0.0,1.0,0.0,0.0,0.0
2023,0.0,1.0,0.0,0.0,0.0
1403,0.0,0.0,0.0,1.0,0.0
1857,1.0,0.0,0.0,0.0,0.0
2434,0.0,0.0,1.0,0.0,0.0
86,0.0,0.0,1.0,0.0,0.0
861,0.0,0.0,0.0,1.0,0.0
1274,0.0,0.0,0.0,1.0,0.0
1827,0.0,0.0,0.0,1.0,0.0
842,0.0,0.0,0.0,0.0,1.0
1335,0.0,0.0,1.0,0.0,0.0
2024,0.0,1.0,0.0,0.0,0.0
2354,0.0,0.0,0.0,1.0,0.0
2052,0.0,1.0,0.0,0.0,0.0
890,0.0,0.0,0.0,1.0,0.0
992,0.0,1.0,0.0,0.0,0.0
964,0.0,0.0,0.0,0.0,1.0
619,0.0,0.0,1.0,0.0,0.0
1318,0.0,0.0,1.0,0.0,0.0
462,0.0,1.0,0.0,0.0,0.0
1824,1.0,0.0,0.0,0.0,0.0
959,0.0,0.0,0.0,0.0,1.0
2683,0.0,0.0,0.0,1.0,0.0
2740,0.0,0.0,0.0,1.0,0.0
2924,0.0,0.0,0.0,0.0,1.0
2746,0.0,0.0,0.0,0.0,1.0
1539,0.0,0.0,0.0,0.0,1.0
2642,0.0,0.0,0.0,0.0,1.0
517,0.0,0.0,0.0,1.0,0.0
2166,0.0,0.0,1.0,0.0,0.0
858,1.0,0.0,0.0,0.0,0.0
1395,0.0,0.0,0.0,0.0,1.0
1780,0.0,0.0,1.0,0.0,0.0
1779,1.0,0.0,0.0,0.0,0.0
2584,0.0,0.0,0.0,1.0,0.0
556,0.0,0.0,1.0,0.0,0.0
2298,0.0,0.0,0.0,1.0,0.0
919,1.0,0.0,0.0,0.0,0.0
1202,0.0,1.0,0.0,0.0,0.0
2175,0.0,1.0,0.0,0.0,0.0
1131,1.0,0.0,0.0,0.0,0.0
745,0.0,0.0,0.0,1.0,0.0
754,0.0,0.0,1.0,0.0,0.0
66,0.0,1.0,0.0,0.0,0.0
1526,0.0,0.0,1.0,0.0,0.0
1391,0.0,0.0,0.0,0.0,1.0
1253,1.0,0.0,0.0,0.0,0.0
2121,1.0,0.0,0.0,0.0,0.0
697,1.0,0.0,0.0,0.0,0.0
900,0.0,0.0,0.0,1.0,0.0
102,0.0,0.0,0.0,0.0,1.0
509,0.0,0.0,0.0,1.0,0.0
315,0.0,0.0,1.0,0.0,0.0
431,0.0,0.0,0.0,1.0,0.0
871,0.0,0.0,0.0,1.0,0.0
2865,0.0,0.0,0.0,1.0,0.0
473,0.0,0.0,1.0,0.0,0.0
1592,0.0,0.0,1.0,0.0,0.0
2669,0.0,0.0,0.0,1.0,0.0
650,1.0,0.0,0.0,0.0,0.0
2738,0.0,0.0,1.0,0.0,0.0
1671,0.0,1.0,0.0,0.0,0.0
775,1.0,0.0,0.0,0.0,0.0
1111,1.0,0.0,0.0,0.0,0.0
1310,1.0,0.0,0.0,0.0,0.0
2662,0.0,0.0,1.0,0.0,0.0
1364,0.0,0.0,0.0,0.0,1.0
634,1.0,0.0,0.0,0.0,0.0
2358,0.0,0.0,1.0,0.0,0.0
2163,0.0,0.0,1.0,0.0,0.0
2307,0.0,0.0,0.0,1.0,0.0
1147,0.0,0.0,0.0,0.0,1.0
1694,0.0,0.0,0.0,1.0,0.0
2397,0.0,1.0,0.0,0.0,0.0
1974,1.0,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0,1.0
2174,0.0,0.0,0.0,1.0,0.0
2851,0.0,0.0,1.0,0.0,0.0
1422,0.0,1.0,0.0,0.0,0.0
2875,0.0,0.0,0.0,1.0,0.0
145,0.0,0.0,0.0,0.0,1.0
703,0.0,0.0,0.0,0.0,1.0
1922,0.0,1.0,0.0,0.0,0.0
994,1.0,0.0,0.0,0.0,0.0
195,1.0,0.0,0.0,0.0,0.0
1291,0.0,1.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0,1.0
1680,0.0,0.0,1.0,0.0,0.0
295,0.0,0.0,1.0,0.0,0.0
2697,1.0,0.0,0.0,0.0,0.0
981,0.0,0.0,0.0,1.0,0.0
2187,0.0,0.0,0.0,1.0,0.0
2800,0.0,1.0,0.0,0.0,0.0
1265,0.0,0.0,0.0,1.0,0.0
231,0.0,0.0,0.0,1.0,0.0
179,0.0,0.0,1.0,0.0,0.0
1987,0.0,0.0,0.0,1.0,0.0
1109,0.0,0.0,0.0,1.0,0.0
1261,0.0,0.0,0.0,1.0,0.0
2524,1.0,0.0,0.0,0.0,0.0
1468,0.0,0.0,1.0,0.0,0.0
2235,1.0,0.0,0.0,0.0,0.0
457,0.0,0.0,0.0,1.0,0.0
2382,0.0,0.0,1.0,0.0,0.0
2058,0.0,0.0,0.0,0.0,1.0
2926,0.0,0.0,0.0,1.0,0.0
1188,0.0,1.0,0.0,0.0,0.0
2067,0.0,1.0,0.0,0.0,0.0
1196,0.0,0.0,0.0,1.0,0.0
893,0.0,0.0,1.0,0.0,0.0
639,0.0,0.0,0.0,0.0,1.0
2160,0.0,1.0,0.0,0.0,0.0
98,1.0,0.0,0.0,0.0,0.0
1449,1.0,0.0,0.0,0.0,0.0
1211,0.0,0.0,0.0,0.0,1.0
1900,0.0,0.0,1.0,0.0,0.0
515,0.0,1.0,0.0,0.0,0.0
